symbol,name,exchange,mic_code,sector,industry,employees,website,description,type,CEO,address,city,zip,state,country,phone
FLEX,Flex Ltd,NASDAQ,XNGS,Technology,Electronic Components,172108,https://www.flex.com,"Flex Ltd. provides technology, supply chain, and manufacturing solutions in Asia, the Americas, and Europe. It operates through three segments: Flex Agility Solutions (FAS), Flex Reliability Solutions (FRS), and Nextracker. The FAS segment offers flexible supply and manufacturing system comprising communications, enterprise and cloud solution, which includes data, edge, and communications infrastructure; lifestyle solution including appliances, consumer packaging, floorcare, micro mobility, and audio; and consumer devices, such as mobile and high velocity consumer devices. Its FRS segment provides complex ramps with specialized production models and critical environments, which comprise automotive including next generation mobility, autonomous, connectivity, electrification, and smart technologies; health solutions, such as medical devices, medical equipment, and drug delivery; and industrial solutions including capital equipment, industrial devices, and renewables and grid edge. The Nextracker segment offers solar tracker and software solutions, which are used in utility-scale and ground-mounted distributed generation solar projects. In addition, it provides a broad array of services including design and engineering, component services, rapid prototyping, fulfillment, and circular economy solutions. The company was formerly known as Flextronics International Ltd. and changed its name to Flex Ltd. in September 2016. Flex Ltd. was founded in 1969 and is headquartered in Singapore.",Common Stock,Ms. Revathi  Advaithi,2 Changi South Lane,Singapore,486123,,Singapore,65 6876 9899
GTH,Genetron Holdings Ltd,NASDAQ,XNMS,Healthcare,Diagnostics & Research,993,https://www.genetronhealth.com,"Genetron Holdings Limited, a precision oncology platform company, focuses on cancer management by utilizing technologies in molecular biology and data science in the People's Republic of China. It offers diagnosis and monitoring services, and early screening services through laboratory developed tests services. The company also provides in-vitro diagnostic products, including 8-gene lung cancer assay, an IVD assay product to detect lung cancer; Genetron 3D biochip reading instrument; Genetron S5, a semiconductor-based NGS system, which detects the nucleotide through detecting the change in pH; Genetron Chef System; Genetron S2000 platform, a production-scale sequencer; and Onco PanScan, a genomic profiling service for various solid tumors. In addition, it offers IDH1 and TERT gene assays for glioma; thyroid basic assay for thyroid tumor; platelet-derived growth factor receptor alpha assay for GIST cancer; and HCCscan, a qPCR-based assay to detect hepatocellular carcinoma. Further, it provides development services in the areas of genomics research and clinical development in collaboration with biopharmaceutical companies worldwide. Genetron Holdings Limited was founded in 2013 and is headquartered in Beijing, the People's Republic of China.",American Depositary Receipt,Mr. Sizhen  Wang,Building 11,Beijing,102206,,China,86 10 5090 7500
TYRA,"Tyra Biosciences, Inc.",NASDAQ,XNGS,Healthcare,Biotechnology,38,https://www.tyra.bio,"Tyra Biosciences, Inc., a clinical-stage biotechnology company, focuses on developing next-generation precision medicines for fibroblast growth factor receptor (FGFR) biology. The company offers SNÅP, an in-house precision medicine platform which precise drug design through iterative molecular snapshots to predict genetic alterations for developing oncology and genetically defined condition therapies. Its lead product candidate is TYRA-300, a selective inhibitor of FGFR3 which is in Phase 1/2 clinical trial for the treatment of patients with mUC and other solid tumors. The company is also developing TYRA-300 for long-term complications associated with skeletal conditions including achondroplasia, hypochondroplasia, thanatophoric dysplasia, and other FGFR3-driven genetic syndromes. Its product pipeline also includes TYRA-200, an FGFR1/2/3 inhibitor with potency FGFR2 fusions and molecular brake mutations for bile duct and solid tumors; FGF19+/FGFR4, a FGFR4-specific inhibitor that is active in the presence of the V550 gatekeeper and the C552 Cys mutations for liver and solid tumors; and RET, a specific inhibitor that is active in the presence of the V804 gatekeeper and the G810 solvent front mutations for the treatment of lung and thyroid cancer. The company was incorporated in 2018 and is headquartered in Carlsbad, California.",Common Stock,Dr. Todd  Harris Ph.D.,2656 State Street,Carlsbad,92008,CA,United States,619 728 4760
VRSN,VeriSign Inc,NASDAQ,XNGS,Technology,Software—Infrastructure,907,https://www.verisign.com,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and internet infrastructure that enables internet navigation for various recognized domain names worldwide. The company enables the security, stability, and resiliency of internet infrastructure and services, including providing root zone maintainer services, operating two of thirteen internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which supports global e-commerce. It operates directory for .name and .cc; and back-end systems for .edu, domain names. VeriSign, Inc. was incorporated in 1995 and is headquartered in Reston, Virginia.",Common Stock,Mr. D. James Bidzos,12061 Bluemont Way,Reston,20190,VA,United States,703 948 3200
GREN,GreenSmart Corp.,OTC,PINX,Basic Materials,Agricultural Inputs,44,,"In June 2003, AgroCan Corporation changed its name to Greensmart Corporation in connection with an asset acquisition agreement with Winsmart Development, Ltd. According to the basic terms of the agreement, the company would issue to Winsmart 29,868,737 shares of its common stock. Also, Winsmart would sell to the company approximately 553,212 young eucalyptus trees planted in a total of 340 leased hectares; and a tree seedling and nursery farm situated on 3.3 leased hectares. Greensmart Corporation, through its subsidiary, AgroCan (China), Inc., specializes in producing compound fertilizers, which are custom-made to suit local conditions, such as plant, soil, and climate. Compound fertilizers are the end product made from the combination of the three primary nutrients: nitrogen, phosphate, and potassium, together with other elements, such as iron, zinc, copper, and manganese. These elements are blended in different proportions, and are made into pellets and packed into bags. Fertilizer applications include mainly paddy rice, wheat, corn, sugar cane, tobacco, cotton, vegetables, tree plantation, and fruit trees. The company's fertilizers are sold under the brand name AgroCan Three Leaves'. Its main customers for the fertilizers comprise the farming supply bureaus and cooperatives under the State Internal Trade Bureau of the People's Republic of China. These entities act as wholesalers to individual farmers. State-owned farms and plantations are also major accounts of the company. Greensmart Corporation was founded in 1996 and is based in Kwun Tong, Hong Kong.",Common Stock,,Wing Hing Industrial Building,Kwun Tong,,,Hong Kong,852 2519 3933
SHNXY,Shandong Xinhua Pharmaceutical Co Ltd,OTC,PINX,Healthcare,Drug Manufacturers—Specialty & Generic,0,https://www.xhzy.com,"Shandong Xinhua Pharmaceutical Company Limited, through its subsidiaries, develops, manufactures, and sells bulk pharmaceuticals, preparations, and chemical products in the People's Republic of China, the Americas, Europe, and internationally. The company offers antipyretic and analgesic drugs; cardiovascular and cerebrovascular drugs; anti-infective drugs and central nervous drugs; and other drugs. It engages in the development of real estate business. Shandong Xinhua Pharmaceutical Company Limited was founded in 1943 and is based in Zibo, the People's Republic of China.",Common Stock,,Chemical Industry Area,Zibo,255005,,China,86 53 3216 6666
CAMLF,"Central Asia Metals Ltd, London",OTC,PINX,Basic Materials,Copper,1072,https://www.centralasiametals.com,"Central Asia Metals plc, together with its subsidiaries, operates as a base metals producer. The company produces copper, zinc, silver, and lead. It owns a 100% interest in the Kounrad solvent extraction- electrowinning operation located near the city of Balkhash in central Kazakhstan; and a 100% interest in the Sasa mine located in north Macedonia. The company was incorporated in 2005 and is headquartered in London, the United Kingdom.",Common Stock,Mr. Nigel Francis Robinson,Sackville House,London,W1J 0DR,,United Kingdom,44 20 7898 9001
ARRPY,Aeroports de Paris SA,OTC,PINX,Industrials,Airports & Air Services,28174,https://www.parisaeroport.fr,"Aeroports de Paris SA owns and operates airports worldwide. The company operates through Aviation, Retail and Services, Real Estate, International and Airport Developments, and Other Activities segments. The Aviation segment provides security and airport safety services, including security checkpoints, screening systems, aircraft rescue, and fire-fighting services. The Retail and Services segment engages in the retail activities, including bars, restaurants, banks, car rentals, and retails shops, as well as leases space for terminals, advertising, restaurant, and car park services. This segment also engages in the production and supply of heat, drinking water, and access to the chilled distribution networks. The Real Estate segment engages in the construction, commercialization, and lease management of office buildings, logistic buildings, and freight terminals; and provides property leasing services for airport terminals, as well as rents serviced land. The International and Airport Developments segment designs and operates airport activities. The Other Activities segment offers telecom and cybersecurity services. Aeroports de Paris SA was incorporated in 1945 and is based in Tremblay-en-France, France.",American Depositary Receipt,Mr. Augustin Pascal Pierre Louis Marie de Romanet de Beaune,1 Rue de France,Tremblay-en-France,93290,,France,
RSSPS,RSE ARCHIVE LLC,OTC,PINX,,,0,https://www.rallyrd.com,"RSE Archive, LLC operates a platform for buying and selling equity shares in collectible assets. Its asset portfolio includes memorabilia, books and arts, cars, watches, luxury products, and wine and whisky. The company was incorporated in 2019 and is based in New York, New York.",Common Stock,,250 Lafayette Street,New York,10012,NY,United States,347-952-8058
YUANF,Fincera Inc.,OTC,OTCB,Financial Services,Credit Services,762,https://www.fincera.net,"Fincera Inc. focuses on providing online lending and e-commerce services for small and medium-sized businesses (SMBs) and individuals in China. The company operates in two segments, Internet-Based Financial and E-Commerce Services, and Property Lease and Management. The company's financial services platforms include CeraVest, a peer-to-peer lending platform that provides short-term financing primarily to SMBs; and CeraPay, a revolving credit product that processes and settles transactions between its borrowers and merchants. The company also owns and leases office space; and operates and manages Shijiazhuang Hilton hotel in the Kaiyuan Finance Center building. The company was formerly known as AutoChina International Limited and changed its name to Fincera Inc. in July 2015. Fincera Inc. was founded in 1994 and is headquartered in Shijiazhuang, the People's Republic of China.",Common Stock,Mr. Yong Hui  Li,Kaiyuan Finance Center,Shijiazhuang,,,China,86 311 8382 7688
DGTCF,DIGITIAL CORE REIT MGMT PTE LTD.,OTC,PINX,Real Estate,REIT - Specialty,0,https://www.digitalcorereit.com,"Digital Core REIT (SGX: DCRU) is a leading pure-play data centre REIT listed in Singapore and sponsored by Digital Realty, the largest global data centre owner and operator. Digital Core REIT aims to create long-term, sustainable value for all stakeholders through ownership of a stabilised and diversified portfolio of mission-critical data centre facilities concentrated in select global markets.",Common Stock,,10 Collyer Quay,Singapore,049315,,Singapore,65 6505 3948
BTZI,Bots Inc.,OTC,PINX,Technology,Software—Application,3,https://www.bots.bz,"BOTS, Inc. focuses on developing and servicing blockchain and robotics solutions. The company offers decentralized finance applications, cybersecurity, crypto generation, mining, equipment repair, and extended warranties on Bitcoin mining equipment. It has a partnership with Cyber Security Group, Ltd. to introduce a new Web Application Firewall, a real-time solution that provides protection against both bots-based (DDoS) and application, API, user, or infrastructure threats. The company was formerly known as mCig, Inc. and changed its name to BOTS, Inc. in May 2020. BOTS, Inc. was incorporated in 2010 and is headquartered in San Juan, Puerto Rico.",Common Stock,Mr. Simon  Rubin,1064 Avenue Ponce De Leon,San Juan,00907,PR,United States,939 212 9068
ISUN,"iSun, Inc.",NASDAQ,XNCM,Technology,Solar,290,https://www.isunenergy.com,"iSun, Inc., a solar energy company, provides design, development, engineering, procurement, installation, storage, and electric vehicle infrastructure services for residential, commercial, industrial, and utility customers in the United States. It also provides electrical contracting services; and data and communication services. The company was formerly known as The Peck Company Holdings, Inc. and changed its name to iSun, Inc. in January 2021. iSun, Inc. was founded in 1972 and is headquartered in Williston, Vermont.",Common Stock,Mr. Jeffrey  Peck,400 Avenue D,Williston,05495,VT,United States,802 658 3378
ICABF,i-CABLE Communications Ltd.,OTC,PSGM,Communication Services,Entertainment,1144,https://www.i-cablecomm.com,"i-CABLE Communications Limited, an investment holding company, provides integrated communications services in Hong Kong. The company operates through Media and Telecommunications segments. The Media segment offers television subscription, domestic free television program, advertising, channel carriage, television relay, program licensing, theatrical release, and other related services. The Telecommunications segment includes operations related to broadband internet access, portal operations, telephony, network leasing, network construction, and mobile agency services, as well as other related businesses. It also owns and operates wireline telecommunications network, which provides media and telecommunications services to approximately two million households. In addition, the company produces television and multimedia content focusing on news, information, sports, and entertainment. Further, it provides technical services; film production, distribution, and licensing services. The company was incorporated in 1999 and is based in Tsuen Wan, Hong Kong.",Common Stock,Mr. Chi Hak  To,7th Floor,Tsuen Wan,,,Hong Kong,852 2112 6868
JDWPF,J.D. Wetherspoon PLC,OTC,PSGM,Consumer Cyclical,Restaurants,43247,https://www.jdwetherspoon.com,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. The company was founded in 1979 and is based in Watford, the United Kingdom.",Common Stock,Mr. John  Hutson,Wetherspoon House,Watford,WD24 4QL,,United Kingdom,44 1923 477 777
RBA,Ritchie Bros Auctioneers Inc,NYSE,XNYS,Industrials,Specialty Business Services,7900,https://rbglobal.com,"RB Global, Inc., an omnichannel marketplace, provides insights, services, and transaction solutions for buyers and sellers of commercial assets and vehicles worldwide. Its marketplace brands include Ritchie Bros., an auctioneer of commercial assets and vehicles offering online bidding; IAA, a digital marketplace connecting vehicle buyers and sellers; Rouse Services, which provides asset management, data-driven intelligence, and performance benchmarking system; SmartEquip, a technology platform that supports customers' management of the equipment lifecycle; and Veritread, an online marketplace for heavy haul transport solution. The company's brands also include GovPlanet, an online marketplace for the sale of government and military assets; RB Auction, an onsite and online marketplace for selling and buying used equipment; IronPlanet, an online marketplace for selling and buying used equipment; Marketplace-E, an online solution that make offers/buy now format; Rouse Appraisals, a certified appraisal service solution; Ritchie List Mascus, an online equipment listing service and B2B dealer portal; CSAToday, an online reporting and analysis tool that gives sellers the ability to manage their vehicle assets and monitor sales performance; and Catastrophe Services. In addition, it offers title, data, transportation and logistics, refurbishing, inspection, and financial services. The company serves customers across various asset classes, including automotive, commercial transportation, construction, government surplus, lifting and material handling, energy, mining, and agriculture. RB Global, Inc. was founded in 1958 and is headquartered in Westchester, Illinois.",Common Stock,Mr. James F. Kessler,Two Westbrook Corporate Center,Westchester,60154,IL,United States,708 492 7000
FNBT,"FineMark Holdings, Inc.",OTC,OTCQ,Financial Services,Banks - Regional,272,https://www.finemarkbank.com,"FineMark Holdings, Inc. operates as the holding company for FineMark National Bank & Trust that provides various banking products and financial services to individual and corporate clients. The company offers checking, savings, money market, health savings, individual retirement, repurchase, and interest on lawyer trust and trust accounts; certificates of deposit; and debit and credit cards. It also provides construction, home equity, home purchase, refinance, aircraft and marine, consumer goods, business expansion and working capital, and equipment purchase loans; line and letter of credit; loans secured by marketable securities; investment properties, mixed-use building, multi-family residential, and owner and non-owner-occupied lending serveries; and safe, deposit boxes, online service integration, and text and email alerts. In addition, the company offers foreign currency order and exchange, medallion guarantee, notary, overdraft, mobile and online banking, remote deposit capture, mobile check and direct deposit, bill pay, stop payment, merchant, automated clearing house, lockbox, ATM, positive pay, and insured cash sweep and certificate of deposit account registry services. Further, it provides financial planning services, such as asset protection, business succession, charitable gift, educational, and retirement planning services; personalized business management services to professional athletes; and personal and business checks. Additionally, the company offers personal fiduciary services comprising investment management, real estate and special asset management, closely held family business management, and accounting and tax compliance, as well as estate planning and tax reviewing, estate settlement and wealth transfer, guardian of the property/conservator, and trust administration services; and investment solutions. FineMark Holdings, Inc. was incorporated in 2006 and is headquartered in Fort Myers, Florida.",Common Stock,Mr. Joseph R. Catti,8695 College Parkway,Fort Myers,33919,FL,United States,239 461 5900
ACET,"Adicet Bio, Inc.",NASDAQ,XNMS,Healthcare,Biotechnology,132,https://www.adicetbio.com,"Adicet Bio, Inc., a clinical stage biotechnology company, discovers and develops allogeneic gamma delta T cell therapies for cancer and other diseases. The company offers gamma delta T cells engineered with chimeric antigen receptors and chimeric adaptors to enhance selective tumor targeting, facilitate innate and adaptive anti-tumor immune response, and enhance persistence for durable activity in patients. Its lead product in pipeline includes ADI-001, which is in Phase I clinical study for the treatment of non-Hodgkin's lymphoma. The company also develops ADI-002, which is undergoing preclinical studies for the treatment of various solid tumors; and ADI-925, a novel engineered CAd gamma delta T cell product candidate targeting tumor stress ligands. Adicet Bio, Inc. is based in Boston, Massachusetts.",Common Stock,"Mr. Chen  Schor BA, CPA, M.B.A.",200 Berkeley Street,Boston,02116,MA,United States,650 503 9095
MBINO,Merchants Bancorp-IN,NASDAQ,XNCM,Financial Services,Banks—Regional,556,https://www.merchantsbancorp.com,"Merchants Bancorp operates as the diversified bank holding company in the United States. It operates through Multi-family Mortgage Banking, Mortgage Warehousing, and Banking segments. The Multi-family Mortgage Banking segment engages in the mortgage banking, which originates and services government sponsored mortgages including bridge financing products to refinance, acquire, or reposition multi-family housing projects, and construction lending for multi-family and healthcare facilities; offers customized loan products for need-based skilled nursing facilities, independent living, assisted living, and memory care; and tax credit equity syndicator. Its Mortgage Warehousing segment funds agency eligible residential loans including origination, purchase, and sale in the secondary market, as well as commercial loans to non-depository financial institutions. The Banking segment offers a range of financial products and services to consumers and businesses, which includes retail banking, commercial lending, agricultural lending, retail and correspondent residential mortgage banking, and small business administration lending. Merchants Bancorp was founded in 1990 and is headquartered in Carmel, Indiana.",Preferred Stock,Mr. Michael F. Petrie CMB,410 Monon Boulevard,Carmel,46032,IN,United States,317 569 7420
ASCCY,Asics Corp.,OTC,PINX,Consumer Cyclical,Footwear & Accessories,8886,https://corp.asics.com/jp,"ASICS Corporation manufactures and sells sporting goods in Japan, North America, Europe, China, Oceania, Southeast and South Asia, and internationally. It offers running shoes, apparel, and sports accessories and equipment. The company sells its products under the ASICS, ASICSTIGER, and Onitsuka Tiger brands through retail stores, as well as online. ASICS Corporation was incorporated in 1943 and is headquartered in Kobe, Japan.",American Depositary Receipt,Mr. Yasuhito  Hirota,"1-1, Minatojima-Nakamachi 7-chome",Kobe,650-8555,,Japan,81 50 1745 2248
RBEPS,RSE COLLECTION LLC,OTC,PINX,,,0,,,Common Stock,,,,,,United States,
TVFCF,Television Franchise,OTC,PINX,Communication Services,Broadcasting,2882,https://www.groupe-tf1.fr,"TF1 SA engages in the broadcasting, studios and entertainment, and digital businesses in France and internationally. The company offers DTT channels, including TMC, TFX, LCI, and TF1 Séries Films; Theme channels, such as TV Breizh, Ushuaïa TV, Serie club, and Histoire TV; e-TF1; TF1 production; e-commerce activities; music/events; TF1 business solutions; TF1 films production; websites; and advertising services, as well as TF1, which covers sports, French drama, news, entertainment, and movies. It also provides streaming platforms, such as MYTF1, TFOU MAX, and Salto; and operates studios, including Newen Studios. TF1 SA was incorporated in 1982 and is headquartered in Boulogne-Billancourt, France.",Common Stock,Mr. Rodolphe  Belmer,"1, Quai du Point du jour",Boulogne-Billancourt,92656,,France,33 1 41 41 12 34
SVNDY,"Seven & I Holdings Co., Ltd.",OTC,PINX,Consumer Defensive,Grocery Stores,84154,https://www.7andi.com,"Seven & i Holdings Co., Ltd. operates convenience stores, superstores, department stores, supermarkets, and specialty stores. It operates through six segments: Domestic Convenience Store operations, Overseas Convenience Store Operations, Superstore Operations, Department and Specialty Store Operations, Financial Services, and Others. The company engages in the operation of convenience stores comprising directly managed corporate stores and franchised stores; retail business that provides daily life necessities, such as food and other daily necessities and dollar merchandise and services; banking, leasing, and credit card business; and real estate business. Seven & i Holdings Co., Ltd. was incorporated in 2005 and is headquartered in Tokyo, Japan.",American Depositary Receipt,Mr. Ryuichi  Isaka,"8-8, Nibancho",Tokyo,102-8452,,Japan,81 3 6238 3000
TNYZF,WECOMMERCE HLDGS LTD A,OTC,PINX,Financial Services,Asset Management,0,https://www.tiny.com,"Tiny Ltd. is a venture capital and private equity firm specializing in buyouts, majority, and minority investment. It prefers to invest in technology sectors. The firm prefers to invest globally but, have the most experience in the North American region. It prefers to invest in profitable businesses profit ranging from $0.5 million and $50 million and it's deal size ranges between $1 million and $300 million. Tiny Ltd. was founded in 2007 and is based in Victoria, Canada.",Common Stock,Mr. Andrew David-Charles Wilkinson,2900-550 Burrard Street,Vancouver,V6C 0A3,BC,Canada,
ENBP,ENB Financial Corp.,OTC,OTCQ,Financial Services,Banks—Regional,286,https://www.epnb.com,"ENB Financial Corp operates as the bank holding company for Ephrata National Bank that provides various financial services to individuals and small-to-medium-sized businesses in Pennsylvania, the United States. The company's deposit products include non-interest bearing and interest-bearing demand deposits, NOW accounts, money market deposit accounts, savings accounts, and time deposits. Its loan portfolio comprises secured and unsecured commercial, real estate, and consumer loans. The company also provides direct deposit and direct payments of funds through electronic funds transfer. In addition, it offers ATM, telephone banking, debit and credit card, safe deposit box, remote deposit capture, and trust and investment advisory services, as well as internet banking services, such as bill pay and wire transfer. The company was founded in 1881 and is headquartered in Ephrata, Pennsylvania.",Common Stock,Mr. Jeffrey S. Stauffer,31 East Main Street,Ephrata,17522-0457,PA,United States,717 733 4181
ADEA,Adeia Inc.,NASDAQ,XNGS,Technology,Software—Application,130,https://adeia.com,"Adeia Inc., together with its subsidiaries, operates as a media and semiconductor intellectual property licensing company in the United States, Canada, Asia, Europe, the Middle East, and internationally. The company licenses its patent portfolios across various markets, including multichannel video programming distributors comprising cable, satellite, and telecommunications television providers that aggregate and distribute linear content over networks, as well as television providers that aggregate and stream linear content over broadband networks; over-the-top video service providers and social media companies, such as subscription video-on-demand and advertising-supported streaming service providers, as well as content providers, networks, and media companies. It also licenses consumer electronics manufacturers, which includes producers of smart televisions, streaming media devices, video game consoles, mobile devices, content storage devices, and other connected media devices; semiconductors, including providers of sensors, radio frequency components, memory, and logic devices; and social media companies that allow users to stream and upload user-generated content. The company licenses its innovations under the Adeia brand name. Adeia Inc. was formerly known as Xperi Corporation and changed its name to Adeia Inc. in December 2019. The company was incorporated in 2019 and is headquartered in San Jose, California.",Common Stock,Mr. Paul E. Davis,3025 Orchard Parkway,San Jose,95134,CA,United States,408 473 2500
CHYHY,CHR Hansen Holding A/S,OTC,PINX,Basic Materials,Specialty Chemicals,0,https://www.chr-hansen.com,"Chr. Hansen Holding A/S, a bioscience company, develops natural ingredient solutions for the food, nutritional, pharmaceutical, and agricultural industries in Europe, the Middle East, Africa, North America, Latin America, and the Asia Pacific. The company operates through Food Cultures & Enzymes, and Health & Nutrition segments. The Food Cultures & Enzymes segment produces and sells various cultures, enzymes, and probiotic products that determine the taste, flavor, texture, shelf life, nutritional value, and health benefits of various consumer products in the food industry, primarily in the dairy industry. The Health & Nutrition segment produces and sells products for the dietary supplement, over-the-counter pharmaceutical, infant formula, animal feed, and plant protection industries. It has a strategic collaboration with UPL Ltd. to develop and commercialize microbial-based bio solutions for sustainable agriculture. The company was founded in 1843 and is headquartered in Hørsholm, Denmark. As of January 29, 2024, Chr. Hansen Holding A/S operates as a subsidiary of Novozymes A/S.",American Depositary Receipt,Mr. Mauricio  Graber,Boege AllE 10-12,Horsholm,2970,,Denmark,45 45 74 74 74
ICABY,i-CABLE Communications Ltd.,OTC,PINX,Communication Services,Entertainment,1144,https://www.i-cablecomm.com,"i-CABLE Communications Limited, an investment holding company, provides integrated communications services in Hong Kong. The company operates through Media and Telecommunications segments. The Media segment offers television subscription, domestic free television program, advertising, channel carriage, television relay, program licensing, theatrical release, and other related services. The Telecommunications segment includes operations related to broadband internet access, portal operations, telephony, network leasing, network construction, and mobile agency services, as well as other related businesses. It also owns and operates wireline telecommunications network, which provides media and telecommunications services to approximately two million households. In addition, the company produces television and multimedia content focusing on news, information, sports, and entertainment. Further, it provides technical services; film production, distribution, and licensing services. The company was incorporated in 1999 and is based in Tsuen Wan, Hong Kong.",American Depositary Receipt,Mr. Chi Hak  To,7th Floor,Tsuen Wan,,,Hong Kong,852 2112 6868
WBQNL,Woodbridge Liquidation Trust,OTC,PINX,Financial Services,Shell Companies,0,https://www.woodbridgeliquidationtrust.com,"Woodbridge Liquidation Trust engages in the liquidation of the assets and liabilities of Woodbridge Group of Companies, LLC and Its Affiliated Debtors. The Trust is based in Sherman Oaks, California.",Common Stock,,14140 Ventura Boulevard,Sherman Oaks,91423,CA,United States,310-765-1550
BGAVF,Bravada Gold Corp.,OTC,OTCB,Basic Materials,Other Industrial Metals & Mining,0,https://www.bravadagold.com,"Bravada Gold Corporation engages in the acquisition, exploration, and development of precious metal properties in the United States and Canada. The company explores for gold, silver, and other metals. Its flagship property is the 100% owned Wind Mountain gold and silver property consisting of 124 claims covering an area of approximately 1,000 hectares located in northwestern Canada. Bravada Gold Corporation was incorporated in 2009 and is based in Vancouver, Canada.",Common Stock,"Mr. Joseph Anthony Kizis Jr., B.S., M.S., P.Geo.",1199 West Hastings Street,Vancouver,V6E 3T5,BC,Canada,604 806 0626
UCCPF,Upco Intl Inc.,OTC,PINX,Communication Services,Telecom Services,0,https://www.adamantglobal.com,"Adamant Holdings Inc. operates as a telecom carrier worldwide. The company is involved in the international voice over IP (VoIP) wholesale business with a focus on wholesale international long-distance traffic termination. It also offers UpcoPay, that enables the transfer of money between Upco users and vendors; and VoIP smartphone application, which allows customers to send and receive local and international long-distance calls through an internet connection. In addition, the company provides digital services. The company was formerly known as Upco International Inc. and changed its name to Adamant Holdings Inc. in May 2022. Adamant Holdings Inc. was incorporated in 2012 and is headquartered in Vancouver, Canada.",Common Stock,Mr. Andrea  Pagani,750 West Pender Street,Vancouver,V6C 2T8,BC,Canada,
ENO,Entergy New Orleans LLC,NYSE,XNYS,,,0,,,Exchange-Traded Note,,,,,,United States,
BFST,Business First Bancshares Inc,NASDAQ,XNGS,Financial Services,Banks—Regional,727,https://www.b1bank.com,"Business First Bancshares, Inc. operates as the bank holding company for b1BANK that provides various banking products and services. It offers various deposit products and services, including checking, demand, money market, time, and savings accounts; and certificates of deposits, remote deposit capture, and direct deposit services. The company also provides commercial and industrial loans, such as commercial lines of credit, letters of credit, working capital, term, equipment financing, asset acquisition, expansion and development, borrowing base, and other loan products; construction and development loans; commercial real estate loans; residential real estate loans comprising first and second lien 1-4 family mortgage loans, and home equity lines of credit; and consumer loans, including secured and unsecured installment and term loans. In addition, it offers wealth management products, including mutual funds, annuities, individual retirement accounts, and other financial products, as well as other fiduciary services and private banking products and services. Further, the company provides a range of other financial services comprising debit and credit cards, treasury and cash management, merchant, automated clearing house, lock-box, receivables factoring, correspondent banking, and other treasury services, as well as employee and payroll benefits solutions; and drive-through banking facilities, automated teller machines, night depository, personalized checks, electronic funds transfer, domestic and foreign wire transfer, traveler's checks, vault, loan and deposit sweep accounts, online and mobile banking, e-statements, and bank-by-mail services. It operates full-service banking centers and loan production offices across Louisiana, and in the Dallas and Houston markets. Business First Bancshares, Inc. was founded in 2006 and is headquartered in Baton Rouge, Louisiana.",Common Stock,Mr. David R. Melville III,500 Laurel Street,Baton Rouge,70801,LA,United States,225 248 7600
BVILY,Breville Group Ltd.,OTC,PINX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,https://brevillegroup.com,"Breville Group Limited designs, develops, markets, and distributes small electrical kitchen appliances in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Housewares International Limited and changed its name to Breville Group Limited in November 2008. Breville Group Limited was founded in 1957 and is headquartered in Alexandria, Australia.",American Depositary Receipt,Mr. Jim  Clayton,170-180 Bourke Road,Alexandria,2015,NSW,Australia,61 2 9384 8100
PCG.PR.D,Pacific Gas & Electric Co,NYSE,XASE,,,27990,https://www.pge.com,"Pacific Gas and Electric Company generates, transmits, distributes, and sells electricity and natural gas to customers. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, and photovoltaic sources. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1905 and is based in Oakland, California. Pacific Gas and Electric Company operates as a subsidiary of PG&E Corporation.",Preferred Stock,Ms. Patricia Kessler Poppe,300 Lakeside Drive,Oakland,94612,CA,United States,415 973 7000
AVOZ,"Altavoz Entertainment, Inc.",OTC,PINX,Consumer Defensive,Packaged Foods,1,https://www.altavoz.com,"Altavoz Entertainment, Inc. provides a Distribution as a Service solution that enables artists, bands, and labels to promote their music. It offers services covering a range of physical and digital services, including warehousing, inventory management, marketing/promotion, and global distro, as well as packaging, manufacturing, and distribution deals to music, film, book, video, and other suppliers. The company also offers crypto and data services. The company was founded in 2011 and is headquartered in Washington, District of Columbia.",Common Stock,Mr. Nelson  Jacobsen,5165 MacArthur Blvd,Washington,20016,DC,United States,
