valuations_metrics,financials,stock_statistics,stock_price_summary,dividends_and_splits,symbol,name,currency,exchange,mic_code,exchange_timezone
"{'market_capitalization': 14014664704, 'enterprise_value': 44336676864, 'trailing_pe': 8.484849, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 2.377785, 'price_to_book_mrq': 1.6204954, 'enterprise_to_revenue': 7.522, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.16407, 'operating_margin': 0.09656999, 'return_on_assets_ttm': 0.0050999997, 'return_on_equity_ttm': 0.06863, 'income_statement': {'revenue_ttm': 5894000128, 'revenue_per_share_ttm': 6.357, 'quarterly_revenue_growth': -0.121, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 821000000, 'diluted_eps_ttm': 2.475, 'quarterly_earnings_growth_yoy': -0.835}, 'balance_sheet': {'total_cash_mrq': 2271000064, 'total_cash_per_share_mrq': 2.432, 'total_debt_mrq': 24497000448, 'total_debt_to_equity_mrq': 1.6736353383890141, 'current_ratio_mrq': None, 'book_value_per_share_mrq': 12.959}, 'cash_flow': {'operating_cash_flow_ttm': 2903000064, 'levered_free_cash_flow_ttm': 824000000}}","{'shares_outstanding': 1034529984, 'float_shares': 928434749, 'avg_10_volume': 36279, 'avg_90_volume': 35028, 'shares_short': 9334, 'short_ratio': 0.29, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0.24643}","{'fifty_two_week_low': 14.229, 'fifty_two_week_high': 22.96, 'fifty_two_week_change': -6.357, 'beta': 1.273, 'day_50_ma': 21.05174, 'day_200_ma': 19.279562}","{'forward_annual_dividend_rate': 1.4125, 'forward_annual_dividend_yield': 0.0675188001047031, 'trailing_annual_dividend_rate': 1.4125, 'trailing_annual_dividend_yield': 0.0675188001047031, '5_year_average_dividend_yield': 5.81, 'payout_ratio': None, 'dividend_date': '2024-03-15', 'ex_dividend_date': '2024-02-28', 'last_split_factor': None, 'last_split_date': None}",KEY.PR.J,KeyCorp,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 915422208, 'enterprise_value': 0, 'trailing_pe': None, 'forward_pe': 8.146342, 'peg_ratio': 8.146342, 'price_to_sales_ttm': 11.151581917187443, 'price_to_book_mrq': None, 'enterprise_to_revenue': 0, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': None, 'operating_margin': None, 'return_on_assets_ttm': None, 'return_on_equity_ttm': 0.10153700100951349, 'income_statement': {'revenue_ttm': 82089000, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': 0.40311523574126756, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 75938000, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 0, 'total_cash_per_share_mrq': None, 'total_debt_mrq': 0, 'total_debt_to_equity_mrq': 0, 'current_ratio_mrq': None, 'book_value_per_share_mrq': None}, 'cash_flow': {'operating_cash_flow_ttm': 67594000, 'levered_free_cash_flow_ttm': 75938000}}","{'shares_outstanding': None, 'float_shares': None, 'avg_10_volume': 82480, 'avg_90_volume': 109833, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 16, 'fifty_two_week_high': 17.96, 'fifty_two_week_change': -8.051, 'beta': None, 'day_50_ma': 17.358965, 'day_200_ma': 17.358965}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': None, 'trailing_annual_dividend_yield': None, '5_year_average_dividend_yield': None, 'payout_ratio': None, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",NCDL,custom.INSTR_NAME2,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 21889388544, 'enterprise_value': 48679038976, 'trailing_pe': 9.264864, 'forward_pe': 13.304009, 'peg_ratio': 13.304009, 'price_to_sales_ttm': 1.8019795, 'price_to_book_mrq': 1.4969432, 'enterprise_to_revenue': 4.007, 'enterprise_to_ebitda': 10.361}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.19399, 'operating_margin': 0.08683, 'return_on_assets_ttm': 0.028110001, 'return_on_equity_ttm': 0.16685, 'income_statement': {'revenue_ttm': 12147411968, 'revenue_per_share_ttm': 57.416, 'quarterly_revenue_growth': -0.167, 'gross_profit_ttm': 5329436000, 'ebitda': 4866846000, 'net_income_to_common_ttm': 2356536064, 'diluted_eps_ttm': 11.1, 'quarterly_earnings_growth_yoy': 8.276}, 'balance_sheet': {'total_cash_mrq': 132548000, 'total_cash_per_share_mrq': 0.622, 'total_debt_mrq': 26542368768, 'total_debt_to_equity_mrq': 177.392, 'current_ratio_mrq': 0.572, 'book_value_per_share_mrq': 68.7}, 'cash_flow': {'operating_cash_flow_ttm': 4294328064, 'levered_free_cash_flow_ttm': -1302827520}}","{'shares_outstanding': 212848992, 'float_shares': 211687315, 'avg_10_volume': 1285380, 'avg_90_volume': 1425507, 'shares_short': 2374766, 'short_ratio': 1.6, 'short_percent_of_shares_outstanding': 0.0127, 'percent_held_by_insiders': 0.0044299997, 'percent_held_by_institutions': 0.90219}","{'fifty_two_week_low': 87.1, 'fifty_two_week_high': 111.9, 'fifty_two_week_change': 2.618, 'beta': 0.701, 'day_50_ma': 100.7026, 'day_200_ma': 98.54}","{'forward_annual_dividend_rate': 4.52, 'forward_annual_dividend_yield': 0.04375181492595102, 'trailing_annual_dividend_rate': 4.4, 'trailing_annual_dividend_yield': 0.042590262317297456, '5_year_average_dividend_yield': 3.72, 'payout_ratio': 0.39099997, 'dividend_date': '2024-03-01', 'ex_dividend_date': '2024-02-08', 'last_split_factor': None, 'last_split_date': None}",ETR,Entergy Corp,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 150023328, 'enterprise_value': 89065032, 'trailing_pe': -1.0975, 'forward_pe': -3.5040002, 'peg_ratio': -3.5040002, 'price_to_sales_ttm': None, 'price_to_book_mrq': 22.931938, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': -2.659}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -0.87718004, 'return_on_equity_ttm': -13.998819, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': 0, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': -33490000, 'net_income_to_common_ttm': -35571000, 'diluted_eps_ttm': -2.02, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 19919000, 'total_cash_per_share_mrq': 0.941, 'total_debt_mrq': 16278000, 'total_debt_to_equity_mrq': 403.12, 'current_ratio_mrq': 5.364, 'book_value_per_share_mrq': 0.191}, 'cash_flow': {'operating_cash_flow_ttm': -31238000, 'levered_free_cash_flow_ttm': -20353876}}","{'shares_outstanding': 34251900, 'float_shares': 19424453, 'avg_10_volume': 196780, 'avg_90_volume': 95960, 'shares_short': 667228, 'short_ratio': 12.23, 'short_percent_of_shares_outstanding': 0.0379, 'percent_held_by_insiders': 0.09252, 'percent_held_by_institutions': 0.19525999}","{'fifty_two_week_low': 3.03, 'fifty_two_week_high': 10.3, 'fifty_two_week_change': -1.139, 'beta': 1.328, 'day_50_ma': 4.3704, 'day_200_ma': 4.8322}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2020-07-31', 'ex_dividend_date': None, 'last_split_factor': '1-for-20 split', 'last_split_date': '2020-07-31'}",ACHV,Achieve Life Sciences Inc,USD,NASDAQ,XNCM,America/New_York
"{'market_capitalization': 80086496, 'enterprise_value': -74685619, 'trailing_pe': -0.08577540106951873, 'forward_pe': -1.3448275, 'peg_ratio': -1.3448275, 'price_to_sales_ttm': 0.14337336, 'price_to_book_mrq': 0.092482805, 'enterprise_to_revenue': -0.962, 'enterprise_to_ebitda': 0.99}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': -1.26695, 'operating_margin': -1.40174, 'return_on_assets_ttm': -0.31075, 'return_on_equity_ttm': -0.65470004, 'income_statement': {'revenue_ttm': 77632422, 'revenue_per_share_ttm': 5.456, 'quarterly_revenue_growth': -0.175, 'gross_profit_ttm': 380039000, 'ebitda': -75408564, 'net_income_to_common_ttm': -98356283, 'diluted_eps_ttm': -0.96, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 88432000, 'total_cash_per_share_mrq': 6.218, 'total_debt_mrq': 2653823, 'total_debt_to_equity_mrq': 2.213, 'current_ratio_mrq': 3.276, 'book_value_per_share_mrq': 8.434}, 'cash_flow': {'operating_cash_flow_ttm': -42732320, 'levered_free_cash_flow_ttm': 12510701}}","{'shares_outstanding': 102675000, 'float_shares': 56440819, 'avg_10_volume': 51880, 'avg_90_volume': 60147, 'shares_short': 401616, 'short_ratio': 7.34, 'short_percent_of_shares_outstanding': 0.0046, 'percent_held_by_insiders': 0.00123, 'percent_held_by_institutions': 0.64603996}","{'fifty_two_week_low': 0.689, 'fifty_two_week_high': 3.25, 'fifty_two_week_change': -261.25, 'beta': 0.248, 'day_50_ma': 0.8724, 'day_200_ma': 1.3232}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",BNR,Burning Rock Biotech Ltd,USD,NASDAQ,XNMS,America/New_York
"{'market_capitalization': 3390, 'enterprise_value': 435381, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': None, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': 1.185}","{'fiscal_year_ends': '2014-12-31', 'most_recent_quarter': '2014-12-31', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -0.39289, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 367283, 'net_income_to_common_ttm': -1025758, 'diluted_eps_ttm': -0.011, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 2, 'total_cash_per_share_mrq': 0, 'total_debt_mrq': 426499, 'total_debt_to_equity_mrq': None, 'current_ratio_mrq': 0.022, 'book_value_per_share_mrq': -0.007}, 'cash_flow': {'operating_cash_flow_ttm': 7447318, 'levered_free_cash_flow_ttm': 813879}}","{'shares_outstanding': 88841800, 'float_shares': 38841649, 'avg_10_volume': 3119, 'avg_90_volume': 1040, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 5.42075, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0, 'fifty_two_week_high': 0.002, 'fifty_two_week_change': -2000, 'beta': 17.816, 'day_50_ma': 3.4e-05, 'day_200_ma': 3.4e-05}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': None, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",FRMC,Formcap Corp.,USD,OTC,PSGM,America/New_York
"{'market_capitalization': 983148032, 'enterprise_value': 2967948044, 'trailing_pe': -1.6666666915019355, 'forward_pe': None, 'peg_ratio': 0.010215053915657024, 'price_to_sales_ttm': 0.4940301, 'price_to_book_mrq': 0.06170935, 'enterprise_to_revenue': 10.731, 'enterprise_to_ebitda': 18.8}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2022-09-30', 'profit_margin': 0.049089998, 'operating_margin': 0.533, 'return_on_assets_ttm': 0.01456, 'return_on_equity_ttm': 0.00557, 'income_statement': {'revenue_ttm': 276578116, 'revenue_per_share_ttm': 0.418, 'quarterly_revenue_growth': 0.124, 'gross_profit_ttm': 1479833000, 'ebitda': 1272039000, 'net_income_to_common_ttm': 13917179, 'diluted_eps_ttm': -0.12, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 384807254, 'total_cash_per_share_mrq': 0.573, 'total_debt_mrq': 3050561918, 'total_debt_to_equity_mrq': 130.101, 'current_ratio_mrq': 0.504, 'book_value_per_share_mrq': 3.241}, 'cash_flow': {'operating_cash_flow_ttm': 33018868, 'levered_free_cash_flow_ttm': -6055775}}","{'shares_outstanding': 4915740160, 'float_shares': 2299131952, 'avg_10_volume': 100, 'avg_90_volume': 33, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.47699, 'percent_held_by_institutions': 0.05455}","{'fifty_two_week_low': 0.195, 'fifty_two_week_high': 0.23, 'fifty_two_week_change': -15, 'beta': 1.133, 'day_50_ma': 0.2, 'day_200_ma': 0.19975}","{'forward_annual_dividend_rate': 0.032, 'forward_annual_dividend_yield': 0.15999999761581424, 'trailing_annual_dividend_rate': 0.014, 'trailing_annual_dividend_yield': 0.06999999895691873, '5_year_average_dividend_yield': None, 'payout_ratio': 5.8171997, 'dividend_date': None, 'ex_dividend_date': '2023-09-12', 'last_split_factor': None, 'last_split_date': None}",YUXXF,Yuexiu Real Estate Investment Trust,USD,OTC,PINX,America/New_York
"{'market_capitalization': 133085600, 'enterprise_value': 296827095, 'trailing_pe': -0.05522680143745748, 'forward_pe': None, 'peg_ratio': 0.00014290193203436878, 'price_to_sales_ttm': 0.016717197, 'price_to_book_mrq': 0.06369426, 'enterprise_to_revenue': 0.388, 'enterprise_to_ebitda': -4.679}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': -0.22183001, 'operating_margin': -0.09317, 'return_on_assets_ttm': -0.06289, 'return_on_equity_ttm': -0.60252, 'income_statement': {'revenue_ttm': 765131703, 'revenue_per_share_ttm': 9.673, 'quarterly_revenue_growth': -0.095, 'gross_profit_ttm': 2721000000, 'ebitda': 301000000, 'net_income_to_common_ttm': -156467080, 'diluted_eps_ttm': -0.22, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 39020660, 'total_cash_per_share_mrq': 0.213, 'total_debt_mrq': 326293456, 'total_debt_to_equity_mrq': 145.147, 'current_ratio_mrq': 0.733, 'book_value_per_share_mrq': 1.256}, 'cash_flow': {'operating_cash_flow_ttm': 19029780, 'levered_free_cash_flow_ttm': 45532114}}","{'shares_outstanding': 1663570048, 'float_shares': 784874474, 'avg_10_volume': 90, 'avg_90_volume': 34, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 0.05, 'fifty_two_week_high': 0.726, 'fifty_two_week_change': -807.5, 'beta': 1.991, 'day_50_ma': 0.119682, 'day_200_ma': 0.196978}","{'forward_annual_dividend_rate': 0.32884, 'forward_annual_dividend_yield': 4.110500091876837, 'trailing_annual_dividend_rate': 0.08221, 'trailing_annual_dividend_yield': 1.0276250229692092, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2023-10-13', 'ex_dividend_date': '2023-10-05', 'last_split_factor': None, 'last_split_date': None}",XXLLY,XXL ASA,USD,OTC,PINX,America/New_York
"{'market_capitalization': 240919120, 'enterprise_value': 221256912, 'trailing_pe': -85.9999974568685, 'forward_pe': None, 'peg_ratio': 0.9957894442374248, 'price_to_sales_ttm': None, 'price_to_book_mrq': 2.4783862, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': -34.187}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -0.04453, 'return_on_equity_ttm': -0.04422, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': 0, 'quarterly_revenue_growth': None, 'gross_profit_ttm': -46000, 'ebitda': -6472000, 'net_income_to_common_ttm': -4002000, 'diluted_eps_ttm': -0.05, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 18938000, 'total_cash_per_share_mrq': 0.204, 'total_debt_mrq': 144000, 'total_debt_to_equity_mrq': 0.149, 'current_ratio_mrq': 31.048, 'book_value_per_share_mrq': 1.041}, 'cash_flow': {'operating_cash_flow_ttm': -2702000, 'levered_free_cash_flow_ttm': -2037625}}","{'shares_outstanding': 93043000, 'float_shares': 56604563, 'avg_10_volume': 410, 'avg_90_volume': 247, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.0054699997, 'percent_held_by_institutions': 0.38537997}","{'fifty_two_week_low': 2.2, 'fifty_two_week_high': 3.35, 'fifty_two_week_change': -2.713, 'beta': 1.142, 'day_50_ma': 2.4694, 'day_200_ma': 2.7623}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2020-05-27', 'ex_dividend_date': None, 'last_split_factor': '1-for-25 split', 'last_split_date': '2020-05-27'}",MARIF,Marimaca Copper Corp.,USD,OTC,PINX,America/New_York
"{'market_capitalization': 4454680, 'enterprise_value': -2507390, 'trailing_pe': -0.2830508474576271, 'forward_pe': -0.6463878, 'peg_ratio': -0.6463878, 'price_to_sales_ttm': 7.7574553, 'price_to_book_mrq': 0.58000684, 'enterprise_to_revenue': -4.366, 'enterprise_to_ebitda': 0.22}","{'fiscal_year_ends': '2023-03-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0, 'operating_margin': -20.47164, 'return_on_assets_ttm': -0.47157001, 'return_on_equity_ttm': -0.98429, 'income_statement': {'revenue_ttm': 574245, 'revenue_per_share_ttm': 0.236, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': -11402972, 'net_income_to_common_ttm': -12249691, 'diluted_eps_ttm': -5.01, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 7972012, 'total_cash_per_share_mrq': 3.042, 'total_debt_mrq': 1009943, 'total_debt_to_equity_mrq': 13.269, 'current_ratio_mrq': 3.927, 'book_value_per_share_mrq': 2.931}, 'cash_flow': {'operating_cash_flow_ttm': -10511084, 'levered_free_cash_flow_ttm': -5872016}}","{'shares_outstanding': 2620400, 'float_shares': 2577791, 'avg_10_volume': 7570, 'avg_90_volume': 7093, 'shares_short': 6842, 'short_ratio': 1.05, 'short_percent_of_shares_outstanding': 0.0026, 'percent_held_by_insiders': 0.01578, 'percent_held_by_institutions': 0.021240002}","{'fifty_two_week_low': 0.21, 'fifty_two_week_high': 2.4, 'fifty_two_week_change': 75.449, 'beta': 1.897, 'day_50_ma': 1.8572, 'day_200_ma': 2.4873}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2019-10-15', 'ex_dividend_date': None, 'last_split_factor': '1-for-10 split', 'last_split_date': '2023-10-05'}",AEMD,Aethlon Medical Inc,USD,NASDAQ,XNCM,America/New_York
"{'market_capitalization': 1395063424, 'enterprise_value': 1913277395, 'trailing_pe': 36.04, 'forward_pe': None, 'peg_ratio': -2.0022222222222217, 'price_to_sales_ttm': 0.9288255, 'price_to_book_mrq': 0.8300323, 'enterprise_to_revenue': 1.167, 'enterprise_to_ebitda': 7.075}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0.023120001, 'operating_margin': 0.06934, 'return_on_assets_ttm': 0.02795, 'return_on_equity_ttm': 0.07792, 'income_statement': {'revenue_ttm': 1639545055, 'revenue_per_share_ttm': 10.07, 'quarterly_revenue_growth': -0.078, 'gross_profit_ttm': 381826000, 'ebitda': 323905000, 'net_income_to_common_ttm': 37900352, 'diluted_eps_ttm': 0.25, 'quarterly_earnings_growth_yoy': -0.857}, 'balance_sheet': {'total_cash_mrq': 191857432, 'total_cash_per_share_mrq': 2.367, 'total_debt_mrq': 1269430407, 'total_debt_to_equity_mrq': 128.84, 'current_ratio_mrq': 1.345, 'book_value_per_share_mrq': 10.855}, 'cash_flow': {'operating_cash_flow_ttm': 251989310, 'levered_free_cash_flow_ttm': -8285789}}","{'shares_outstanding': 150439008, 'float_shares': 12558851, 'avg_10_volume': 100, 'avg_90_volume': 33, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 5.28, 'fifty_two_week_high': 9.31, 'fifty_two_week_change': 23.196, 'beta': 1.061, 'day_50_ma': 9.076, 'day_200_ma': 7.99615}","{'forward_annual_dividend_rate': 1.616, 'forward_annual_dividend_yield': 0.1793562662540076, 'trailing_annual_dividend_rate': 0.404, 'trailing_annual_dividend_yield': 0.0448390665635019, '5_year_average_dividend_yield': None, 'payout_ratio': 1.6342999, 'dividend_date': '2023-07-05', 'ex_dividend_date': '2023-06-15', 'last_split_factor': None, 'last_split_date': None}",HHULY,Hamburger Hafen Und Logistik Ag,USD,OTC,PINX,America/New_York
"{'market_capitalization': 10545, 'enterprise_value': 3073465, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 0.0010488179, 'price_to_book_mrq': 5.263158e-05, 'enterprise_to_revenue': 0.412, 'enterprise_to_ebitda': -2.154}","{'fiscal_year_ends': '2017-06-30', 'most_recent_quarter': '2017-06-30', 'profit_margin': -0.54799, 'operating_margin': -0.45402, 'return_on_assets_ttm': -0.11813, 'return_on_equity_ttm': -1.1882399, 'income_statement': {'revenue_ttm': 7454970, 'revenue_per_share_ttm': 0.107, 'quarterly_revenue_growth': -0.51, 'gross_profit_ttm': 0, 'ebitda': -1426570, 'net_income_to_common_ttm': -4085280, 'diluted_eps_ttm': -0.44, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 315562, 'total_cash_per_share_mrq': 0.005, 'total_debt_mrq': 3388958, 'total_debt_to_equity_mrq': 260.637, 'current_ratio_mrq': 0.793, 'book_value_per_share_mrq': 0.019}, 'cash_flow': {'operating_cash_flow_ttm': -8160, 'levered_free_cash_flow_ttm': 1290982}}","{'shares_outstanding': 0, 'float_shares': 89148483, 'avg_10_volume': 5150, 'avg_90_volume': 1717, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0, 'fifty_two_week_high': 0, 'fifty_two_week_change': 0, 'beta': 414.385, 'day_50_ma': 0.0001, 'day_200_ma': 0.0001}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",CBEEF,Cabo Drilling Corp.,USD,OTC,PSGM,America/New_York
"{'market_capitalization': 3873807104, 'enterprise_value': 3396055552, 'trailing_pe': None, 'forward_pe': -15, 'peg_ratio': -15, 'price_to_sales_ttm': 711.18176, 'price_to_book_mrq': 6.1518626, 'enterprise_to_revenue': 623.473, 'enterprise_to_ebitda': -9.949}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.9225261611896457, 'operating_margin': -18.076561, 'return_on_assets_ttm': -0.31619, 'return_on_equity_ttm': -0.54897, 'income_statement': {'revenue_ttm': 5447000, 'revenue_per_share_ttm': 0.086, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 5025000, 'ebitda': -341345984, 'net_income_to_common_ttm': -325104000, 'diluted_eps_ttm': -5.15, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 479201984, 'total_cash_per_share_mrq': 6.504, 'total_debt_mrq': 7057000, 'total_debt_to_equity_mrq': 1.127, 'current_ratio_mrq': 6.408, 'book_value_per_share_mrq': 8.534}, 'cash_flow': {'operating_cash_flow_ttm': -222795008, 'levered_free_cash_flow_ttm': -113186128}}","{'shares_outstanding': 73786800, 'float_shares': 67682458, 'avg_10_volume': 1279910, 'avg_90_volume': 1432587, 'shares_short': 11413052, 'short_ratio': 10.16, 'short_percent_of_shares_outstanding': 0.183, 'percent_held_by_insiders': 0.02863, 'percent_held_by_institutions': 1.06671}","{'fifty_two_week_low': 18, 'fifty_two_week_high': 53.9, 'fifty_two_week_change': 45.32, 'beta': 0.832, 'day_50_ma': 44.3861, 'day_200_ma': 31.045124}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",SWTX,SpringWorks Therapeutics Inc,USD,NASDAQ,XNGS,America/New_York
"{'market_capitalization': 30525346, 'enterprise_value': 15116358, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 610.5069, 'price_to_book_mrq': None, 'enterprise_to_revenue': 457.344, 'enterprise_to_ebitda': -9.316}","{'fiscal_year_ends': '2023-06-30', 'most_recent_quarter': '2023-06-30', 'profit_margin': 0, 'operating_margin': 10.56686, 'return_on_assets_ttm': -0.05861, 'return_on_equity_ttm': -0.11436, 'income_statement': {'revenue_ttm': 33052, 'revenue_per_share_ttm': 0, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': -1622617, 'net_income_to_common_ttm': -2243768, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 971194, 'total_cash_per_share_mrq': 0.007, 'total_debt_mrq': 0, 'total_debt_to_equity_mrq': 0, 'current_ratio_mrq': 9.052, 'book_value_per_share_mrq': None}, 'cash_flow': {'operating_cash_flow_ttm': -1766215, 'levered_free_cash_flow_ttm': -3511096}}","{'shares_outstanding': 263512992, 'float_shares': 162514139, 'avg_10_volume': 59545, 'avg_90_volume': None, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.24334, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0.067, 'fifty_two_week_high': 0.2, 'fifty_two_week_change': -29.489, 'beta': 1.342, 'day_50_ma': 0.15396, 'day_200_ma': 0.15396}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': None, 'trailing_annual_dividend_yield': None, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",GUELF,GLOBAL URANIUM & ENRICHMENT LTD.,USD,OTC,PINX,America/New_York
