fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2023-03-31,3820852000000,94263000000,1098815000000,-1145915000000,91676000000,61424000000,6137000000,35216000000,,,-139417000000,-453032000000,-397996000000,-107517000000,,16950000000,-100000000,195057000000,945000000,105335000000,2337586000000,-1230365000000,-81925000000,4000000,-24728000000,-57262000000,22088000000,965398000000,NMR,Nomura Holdings Inc,JPY,NYSE,XNYS,America/New_York,Annual
2020-09-30,371252,0,0,-350546,-205154,1948,,,,-277543,,120961,-359788,-8198,0,,,,,-8198,707064.0,,,0,,,,707064,STBX,Starbox Group Holdings Ltd,USD,NASDAQ,XNCM,America/New_York,Annual
2021-09-30,2295277,15747,0,1878692,1447650,9842,,,,-1100053,,681705,1039144,-5203,0,0.0,,,,-5203,,-125875.0,,0,,,200000.0,74125,STBX,Starbox Group Holdings Ltd,USD,NASDAQ,XNCM,America/New_York,Annual
2022-09-30,17778895,934910,0,-2368293,3602365,217957,0.0,,,-864099,,-835391,2120832,-6669,-1129260,0.0,,,,-6669,,-729521.0,,18769326,,,,18039805,STBX,Starbox Group Holdings Ltd,USD,NASDAQ,XNCM,America/New_York,Annual
2023-09-30,2524957,2382705,26454,-29222279,2459733,1881392,857381.0,,,-5124396,,-258623,-184513,-14864,-17679247,932893.0,,,,918029,328546.0,-32331.0,,11766810,,,,12063025,STBX,Starbox Group Holdings Ltd,USD,NASDAQ,XNCM,America/New_York,Annual
2020-06-30,16496834,,19450.0,-8320352,,,,,,,,,,-2954,,14643349.0,,,,14640395,,-150000.0,,10786080,-479405.0,,-55684.0,10100991,LTSRF,Lotus Resources Limited,AUD,OTC,PINX,America/New_York,Annual
2021-06-30,28324395,,,-7823792,,,,,,,,,,-2029,,,,,,-2029,,,,22226541,-1302139.0,,-27284.0,20897118,LTSRF,Lotus Resources Limited,AUD,OTC,PINX,America/New_York,Annual
2022-06-30,4876370,,137764.0,-13717482,,,,,,,,,,1148936,,,-44826.0,,,1104110,,,,1073369,,,,1073369,LTSRF,Lotus Resources Limited,AUD,OTC,PINX,America/New_York,Annual
2023-06-30,15519217,161944.0,148573.0,-8867451,,,,,,,,,,-524641,,-4518392.0,,,,-5043033,,,,25482044,-1346174.0,,,24135870,LTSRF,Lotus Resources Limited,AUD,OTC,PINX,America/New_York,Annual
2020-12-31,219786000000,,,185703000000,65216000000,,,14564000000,8152000000,1228000000,,-3659000000,85501000000,-21301000000,-15925000000,,-568000000,430000000,-2799000000,-24238000000,,-93295000000,,,,,-71000000,-93366000000,RNECY,Renesas Electronics Corp,JPY,OTC,PINX,America/New_York,Annual
2021-12-31,221924000000,,,255038000000,142718000000,,,14899000000,-2383000000,-9512000000,,-31496000000,114226000000,-28530000000,-15408000000,-614816000000.0,-1416000000,579000000,-3535000000,-647718000000,394359000000.0,-532777000000,0.0,223799000000.0,0.0,,-34000000,85347000000,RNECY,Renesas Electronics Corp,JPY,OTC,PINX,America/New_York,Annual
2022-12-31,336068000000,,,391126000000,362299000000,,,18144000000,2133000000,-7886000000,,-72589000000,302101000000,-55508000000,-22064000000,-8851000000.0,-5602000000,1268000000,-6766000000,-75459000000,47096000000.0,-179947000000,-1180000000.0,0.0,-200000000000.0,,-71000000,-334102000000,RNECY,Renesas Electronics Corp,JPY,OTC,PINX,America/New_York,Annual
2020-06-30,1752263,,8868,-2368397,,,,,,,,,,,,,,,732592,732592,,,,,,,-24199.0,-24199,MEOAF,Melbana Energy Ltd,AUD,OTC,PSGM,America/New_York,Annual
2021-06-30,10683656,,7166,-9553074,,,,,,,,,,-12355.0,,,-441458.0,361419.0,19231215,19138821,,,,,,,-125997.0,-125997,MEOAF,Melbana Energy Ltd,AUD,OTC,PSGM,America/New_York,Annual
2022-06-30,35570347,,59,-41341021,,,,,,,,,,-86568.0,,,,10391856.0,32094331,42399619,,,,24893706.0,-1062866.0,,,23830840,MEOAF,Melbana Energy Ltd,AUD,OTC,PSGM,America/New_York,Annual
2023-06-30,34976625,,1059,-49006403,,,,,,,,,,-21998.0,,,,,32012319,31990321,,,,15766348.0,,,,15766348,MEOAF,Melbana Energy Ltd,AUD,OTC,PSGM,America/New_York,Annual
2020-08-31,45528,,666,-127109,34132,,,17308,-187812.0,4717,6696,,-124959,200000,200000.0,,-21153.0,,,178847,,-15968.0,0.0,,,,,-15968.0,ENRT,Enertopia Corp,USD,OTC,PINX,America/New_York,Annual
2021-08-31,354286,0.0,0,-408202,-389368,,,297691,-250000.0,-3044,18941,,-325780,250000,,,-17705.0,74873.0,,307168,,0.0,,,,,180000.0,180000.0,ENRT,Enertopia Corp,USD,OTC,PINX,America/New_York,Annual
2022-08-31,615207,0.0,0,-980533,1974407,,,163130,592700.0,-325,-15831,,2714081,1089500,,,0.0,10064.0,,1099564,,,,,,,,,ENRT,Enertopia Corp,USD,OTC,PINX,America/New_York,Annual
2023-08-31,259581,0.0,0,-1212225,-1832178,,,0,,-4605,21958,,-1814825,0,,,,854599.0,,854599,,,,,,,,,ENRT,Enertopia Corp,USD,OTC,PINX,America/New_York,Annual
2020-12-31,506666,0.0,0,-1251269,-3827988,808150,,1027057,78839,8871,3472,-2657,-1904256,0,0.0,0,0,,,0,,0,,1211700,,,,1211700,SOPA,Society Pass Incorporated Common Stock,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,23264777,0.0,110,-10860775,-34864740,3210448,,25889909,588950,-50691,207651,-214965,-5233438,-46837,,0,-200000,,,-246837,,-151476,,33975233,,,,33823757,SOPA,Society Pass Incorporated Common Stock,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,19003336,,0,-15020025,-34015022,3307832,,8299566,5604,148643,-862215,651511,-22464081,-566266,,823659,0,,-80000.0,177393,,-632876,,10815781,,,,10182905,SOPA,Society Pass Incorporated Common Stock,USD,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,539000000,,,847000000,232000000,308000000,75000000,21000000,11000000,203000000,,495000000,1345000000,-92000000,,0,-7000000.0,,,-99000000,,-287000000,-129000000,,-23000000,-133000000,-1000000.0,-573000000,FINGF,Finning International Inc.,CAD,OTC,PINX,America/New_York,Annual
2021-12-31,502000000,,,292000000,363000000,319000000,114000000,36000000,-87000000,-146000000,,-276000000,323000000,-125000000,,-19000000,-7000000.0,,8000000.0,-143000000,,-285000000,280000000,,-155000000,-139000000,-1000000.0,-300000000,FINGF,Finning International Inc.,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,288000000,,,-170000000,501000000,333000000,172000000,36000000,-51000000,-404000000,,-742000000,-155000000,-171000000,,-101000000,,,,-272000000,0.0,-281000000,630000000,,-218000000,-144000000,,-13000000,FINGF,Finning International Inc.,CAD,OTC,PINX,America/New_York,Annual
2023-12-31,152000000,,,8000000,521000000,379000000,228000000,26000000,-104000000,34000000,,-397000000,687000000,-162000000,,-13000000,,,,-175000000,348000000.0,-204000000,206000000,,-275000000,-146000000,,-71000000,FINGF,Finning International Inc.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,2542316000,,,-20047000,454462000,,,18143000,-58634000,-106590000,,153382000,460763000,-14957000,,12299000,-21035000,0,-23778000,-47471000,230000000,-196795000,230000000,2348906000.0,0,,,2612111000,YHEKF,Yeahka Limited,CNY,OTC,PINX,America/New_York,Annual
2021-12-31,2057872000,,,-193048000,446435000,,,51349000,53678000,-251544000,,-738780000,-438862000,-28921000,0.0,-44283000,-81916000,43937000,-90683000,-201866000,0,-337472000,291828000,0.0,-387985000,,-6550000.0,-440179000,YHEKF,Yeahka Limited,CNY,OTC,PINX,America/New_York,Annual
2022-12-31,1591508000,,,168987000,122458000,,,46382000,96116000,64327000,,-204248000,125035000,-7839000,-17044000.0,-162952000,-7500000,3133000,-212472000,-387630000,470974000,-801732000,170890000,,-847598000,,-15000000.0,-1022466000,YHEKF,Yeahka Limited,CNY,OTC,PINX,America/New_York,Annual
2020-12-31,848400000,,,538500000,320100000,,,,38000000,106500000,,-3100000,461500000,8000000,-23200000,-1700000,,2300000.0,,8600000,499800000,-502400000,-1600000.0,180700000,-34900000,-417600000,-400000.0,-276400000,CHLSY,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,CHF,OTC,PINX,America/New_York,Annual
2021-12-31,937200000,,,586000000,490500000,,,,40500000,-86200000,,-65400000,379400000,8700000,0,-1500000,,,,7200000,15000000,-2900000,,133700000,-433300000,-264100000,-30400000.0,-582000000,CHLSY,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,CHF,OTC,PINX,America/New_York,Annual
2022-12-31,864600000,,,526100000,569700000,,,,49200000,-97000000,,-133700000,388200000,1600000,100000,0,,,,1600000,3700000,-11800000,,83500000,-551400000,-284100000,,-760100000,CHLSY,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,CHF,OTC,PINX,America/New_York,Annual
2020-03-31,2198680000000,,,557356000000,12505000000,,,,-259028000000,,,5993000000,-240530000000,-24582000000,-78519000000,-16042000000,-4537656000000,4434208000000,-81547000000,-225619000000,298808000000,-167648000000,,,-52019000000,-83861000000,71274000000,66554000000,MSADY,"MS&AD Insurance Group Holdings, Inc.",JPY,OTC,PINX,America/New_York,Annual
2021-03-31,1994434000000,,,-415015000000,201727000000,,,,-611536000000,,,140839000000,-268970000000,-22742000000,-57407000000,0,-4423413000000,4759491000000,-196468000000,116868000000,99321000000,-100000000000,,,-35036000000,-84928000000,201750000000,81107000000,MSADY,"MS&AD Insurance Group Holdings, Inc.",JPY,OTC,PINX,America/New_York,Annual
2022-03-31,2256216000000,,,155558000000,370027000000,,,,-372192000000,,,-28165000000,-30330000000,-7536000000,-53020000000,-10101000000,-3688774000000,3915082000000,-227488000000,-18817000000,149684000000,-176191000000,,,-40847000000,-90264000000,219871000000,62253000000,MSADY,"MS&AD Insurance Group Holdings, Inc.",JPY,OTC,PINX,America/New_York,Annual
2023-03-31,2646431000000,,,112521000000,235456000000,,,,-247957000000,,,-38998000000,-51499000000,23963000000,-57007000000,-45002000000,-3523042000000,4184931000000,-125998000000,514852000000,0,-170381000000,,,-55745000000,-106753000000,20661000000,-312218000000,MSADY,"MS&AD Insurance Group Holdings, Inc.",JPY,OTC,PINX,America/New_York,Annual
2020-10-31,29142000000,536000000,3535000000,19467000000,2083000000,448000000,-158000000,9000000,,,,13338000000,15720000000,-182000000,-332000000,0.0,-16247000000,13416000000,,-3013000000,,-88000000,,600000000,-380000000,-1300000000,-64000000.0,-1232000000,NBKCF,National Bank of Canada,CAD,OTC,PINX,America/New_York,Annual
2021-10-31,33879000000,542000000,2261000000,5546000000,3140000000,456000000,106000000,11000000,,,,27666000000,31379000000,-217000000,-275000000,-73000000.0,-7348000000,9155000000,,1517000000,0.0,-96000000,,592000000,-800000000,-1101000000,-334000000.0,-1739000000,NBKCF,National Bank of Canada,CAD,OTC,PINX,America/New_York,Annual
2022-10-31,31870000000,1118000000,3763000000,-2592000000,3383000000,481000000,110000000,17000000,,,,20256000000,24247000000,-296000000,-374000000,0.0,-9307000000,8319000000,,-1284000000,739000000.0,-99000000,,553000000,-245000000,-1325000000,-4000000.0,-381000000,NBKCF,National Bank of Canada,CAD,OTC,PINX,America/New_York,Annual
2023-10-31,35234000000,741000000,12236000000,4515000000,3335000000,524000000,-229000000,18000000,,,,1386000000,5034000000,-352000000,-299000000,,-8846000000,9417000000,,219000000,0.0,-852000000,,88000000,0,-1503000000,,-2267000000,NBKCF,National Bank of Canada,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,122570000,6228000,3822000,-21255000,-88074000,2995000,10061000,3123000,136370000,2950000,,-11783000,55642000,4933000,,-47745000,,226541000,-5666000.0,178063000,,-3719000,,0.0,-39960000,-5859000,,-49538000,DNDPF,Dundee Corp.,CAD,OTC,PINX,America/New_York,Annual
2021-12-31,93853000,947000,2057000,-10787000,-91906000,1730000,1606000,2546000,41553000,2511000,,-9062000,-51022000,-121000,,65046000,-61271000.0,57058000,-5170000.0,55542000,,-2672000,,,-21827000,-3646000,,-28145000,DNDPF,Dundee Corp.,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,47181000,1892000,502000,-21440000,28993000,1060000,4181000,3384000,253000,-2451000,,-444000,34976000,-526000,,-2086000,-34186000.0,16731000,,-20067000,,-1028000,,,-62000,-4290000,635000.0,-4745000,DNDPF,Dundee Corp.,CAD,OTC,PINX,America/New_York,Annual
2022-11-30,10968821,,,-9868409,-26144411,44240,,1000447,15755580,-590464,,,-9934608,,,,,,-20000,-20000,,-550605,-500000,,,,19524670,18474065,LURAF,Labrador Uranium Inc.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,67675000,,28351000,-206599000,-106324000,82436000,336000,39528000,2506000,-60276000,62080000,-16108000,4178000,-220998000,,-163299000,,,328000.0,-383969000,175625000,-646451000,120000000,190529000,0.0,-71169000,2487000,-228979000,EVA,Enviva Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,18518000,,14884000,-298932000,-145271000,92919000,-21629000,55924000,764000,24088000,50797000,-35625000,21967000,-332322000,,0,,,,-332322000,321750000,-1037188000,346000000,214501000,,-116006000,-158282000,-429225000,EVA,Enviva Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,251077000,,50910000,-306614000,-168368000,113177000,2074000,54148000,12077000,-63343000,79733000,-112733000,-83235000,-217847000,,-5000000,,,,-222847000,377319000,-849915000,-30000000,435066000,,-211061000,12764000,-265827000,EVA,Enviva Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2020-09-30,47238000,2255000.0,1242000,26823000,-6478000,19650000,-1219000,3318000,-2403000,26713000,,4158000,43739000,-9374000,,,,,,-9374000,,-30000000,0.0,,-198000,-11058000,-297000,-41553000,HAYN,Haynes International Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-09-30,47726000,,855000,17316000,-8683000,19567000,-2436000,4474000,-2491000,-6159000,,-23149000,-18877000,-5949000,,,,,,-5949000,0.0,0,0.0,,-4986000,-11175000,-1282000,-17443000,HAYN,Haynes International Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-09-30,8440000,3671000.0,1206000,-94595000,45087000,19069000,6442000,3599000,-2636000,-42710000,,-120944000,-92093000,-15114000,,,,,,-15114000,115528000.0,-40807000,,,-7243000,-11072000,-381000,56025000,HAYN,Haynes International Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-09-30,10723000,13202000.0,6810000,-33114000,41975000,18575000,-608000,3290000,-2608000,-8159000,,-63458000,-10993000,-16397000,,,,,,-16397000,156856000.0,-116734000,,,-934000,-11192000,-1640000,26356000,HAYN,Haynes International Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,23496000,,,45943000,78062000,,,1283000,4749000,2586000,,-12109000,74571000,-65521000,-3576000,,0,,-214000,-65735000,47300000,-46965000,,0,-1002000,-41998000,,-42665000,BCHMF,Bachem Holding AG,CHF,OTC,PINX,America/New_York,Annual
2021-12-31,89191000,,,-19271000,114682000,,,971000,784000,-29322000,,-13738000,73377000,-114554000,-2272000,0.0,-352000000,0.0,-304000,-466858000,59000000,-171642000,,571611000,-898000,-20490000,,437581000,BCHMF,Bachem Holding AG,CHF,OTC,PINX,America/New_York,Annual
2022-12-31,31451000,,,-49696000,100684000,,,752000,694000,-65604000,,-9245000,27281000,-138458000,-3886000,-21866000.0,0,101000000.0,44000,-59280000,0,-33870000,,0,-1442000,-51620000,,-86932000,BCHMF,Bachem Holding AG,CHF,OTC,PINX,America/New_York,Annual
2022-12-31,29312000,969000,0,-7129000,35222000,4520000,-25275000,,1818000,20970000,-1820000,-10591000,24844000,-829000,-1028000,-6000000,,,-7919000,-14748000,63869000,-52520000,,,,,,11349000,MYND,2,USD,NYSE,XASE,America/New_York,Annual
2020-12-31,59000,,,8240000.0,8126000,,,,,,,,8126000,,,,,,,,,,,,,-9079000.0,,-9079000.0,BPT,BP Prudhoe Bay Royalty Trust,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,5638000,,,7586000.0,7811000,,,,,,,,7811000,,,,,,,,,,,,,-2007000.0,,-2007000.0,BPT,BP Prudhoe Bay Royalty Trust,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,5787000,,,,80888000,,,,,,,,80888000,,,,,,,,,,,,,,,,BPT,BP Prudhoe Bay Royalty Trust,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,989600000,,,-230400000,382800000,,,,-545100000,-3500000,,375700000,209900000,-61200000,,0,0,0,,-61200000,1018700000,-333700000,,0,-26400000,-351300000,63000000,370300000,CG,Carlyle Group LP-The,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,2475100000,,,1749600000,3045200000,,,,-1391400000,-71400000,,693900000,2276300000,-41400000,,9200000,0,0,,-32200000,848700000,-562400000,,4800000,-161800000,-355800000,-16000000,-242500000,CG,Carlyle Group LP-The,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,1361500000,,,-1038300000,1284700000,,,,158700000,-63200000,,-475300000,904900000,-659000000,,-150200000,-69600000,50000000,,-828800000,697400000,-16700000,,38900000,-185600000,-443600000,24400000,114800000,CG,Carlyle Group LP-The,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,1442100000,,,138300000,-496700000,,,,2058500000,-63500000,,-438900000,1059400000,-66600000,,0,-187300000,210300000,,-43600000,712600000,-17200000,,0,-203500000,-497700000,-93800000,-99600000,CG,Carlyle Group LP-The,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,21431153000,,,6317605000,6531912000,,,15988000,-318693000,-13442000,,648418000,6864183000,-2127374000,-1118000,176812000,-2238916000,172319000,,-4017159000,9997178000,-6912448000,-789060000,4389000,,-3330981000,-20509000.0,-1051431000,TCYMF,Tingyi Cayman Islands Holdings Corp.,CNY,OTC,PINX,America/New_York,Annual
2021-12-31,15859238000,,,2420417000,5808643000,,,5075000,-567974000,-440287000,,-358966000,4446491000,-2784798000,-17086000,259818000,-3770087000,963895000,,-5331172000,3160010000,-4150754000,1251107000,43408000,,-6562263000,-24174000.0,-6282666000,TCYMF,Tingyi Cayman Islands Holdings Corp.,CNY,OTC,PINX,America/New_York,Annual
2022-12-31,12336453000,,,1236369000,4148804000,,,522000,-204391000,235449000,,-1354375000,2826009000,-3022024000,0,116890000,-1456992000,441953000,-40000000.0,-3960173000,13434412000,-14127767000,3336763000,29154000,,-6452482000,,-3779920000,TCYMF,Tingyi Cayman Islands Holdings Corp.,CNY,OTC,PINX,America/New_York,Annual
2020-12-31,2332854000,,,-448084000,1245523000,,,7682000,4411000,81884000,,-106678000,1232822000,-148539000,-83659000.0,5626000,-70878000,3019000,1000.0,-210771000,16395000.0,-2320000.0,,2383259000,,,-2321000,2395013000,NLLSF,Nel ASA,NOK,OTC,PINX,America/New_York,Annual
2021-12-31,2722769000,,,-826611000,-1683836000,,,9000,3678000,6987000,,-61865000,-1735027000,-232227000,,-1272000,-60091000,38844000,,-254746000,0.0,,,1255103000,,,-4464000,1250639000,NLLSF,Nel ASA,NOK,OTC,PINX,America/New_York,Annual
2022-12-31,3138550000,,,-969317000,-1186997000,,,8342000,11166000,144590000,,-331192000,-1354091000,-160486000,,-1160000,-211746000,88555000,,-284837000,,,,1545866000,,,-1889000,1543977000,NLLSF,Nel ASA,NOK,OTC,PINX,America/New_York,Annual
2023-12-31,3363431000,,,-1409499000,-872534000,,,4030000,15461000,-262120000,,-103899000,-1219062000,-573589000,,-973000,-92219000,186211000,,-480570000,,,,1609200000,,,-1533000,1607667000,NLLSF,Nel ASA,NOK,OTC,PINX,America/New_York,Annual
2020-12-31,2208496,0,0,-2482682,-3146552,2315,,1816435,603,-26663,,,-1353862,-1359983,,,,,-7671.0,-1367654,,-7671,,4470099,,,7671.0,4470099,GXXFF,Gold Basin Resources Corporation,CAD,OTC,PINX,America/New_York,Annual
2021-12-31,4041732,0,0,-3479917,-1916811,12982,,455542,2622,-48632,,,-1494297,-1823699,,,,,,-1823699,,-9797,,5116575,,,,5106778,GXXFF,Gold Basin Resources Corporation,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,1916060,0,0,-3458415,-1476852,14467,,0,768,31617,,,-1430000,-2292841,,,,,,-2292841,,-12915,,1336500,,,,1323585,GXXFF,Gold Basin Resources Corporation,CAD,OTC,PINX,America/New_York,Annual
2020-03-31,399128000000,,,85631000000,158133000000,,,,-15515000000,7859000000,,-12030000000,138447000000,-38498000000,-481000000,,-236864000000,299031000000,1567000000,25236000000,6500000000,-4413000000,2100000000,,-27346000000,-26745000000,-21000000,-49925000000,SMCAY,SMC Corp Japan,JPY,OTC,PINX,America/New_York,Annual
2021-03-31,561540000000,,,91176000000,172482000000,,,,-7675000000,-20605000000,,-894000000,143308000000,-28281000000,-1016000000,6280000000.0,-184959000000,280274000000,1142000000,74456000000,3200000000,-1645000000,-2286000000,,-28706000000,-26607000000,35000000,-56009000000,SMCAY,SMC Corp Japan,JPY,OTC,PINX,America/New_York,Annual
2022-03-31,559296000000,,,75162000000,272851000000,,,,-9425000000,-16941000000,,-35656000000,210829000000,-77588000000,-3343000000,0.0,-162238000000,127225000000,-271000000,-112872000000,2100000000,-1566000000,200000000,,-50020000000,-39631000000,-16000000,-88933000000,SMCAY,SMC Corp Japan,JPY,OTC,PINX,America/New_York,Annual
2023-03-31,491324000000,,,27240000000,308777000000,,,,-17977000000,-10014000000,,-109061000000,171725000000,-72180000000,-2197000000,,-260650000000,245676000000,2265000000,-84889000000,2307000000,-6936000000,5276000000,,-55074000000,-58776000000,-96000000,-113299000000,SMCAY,SMC Corp Japan,JPY,OTC,PINX,America/New_York,Annual
2020-12-31,768508,,,-382681,-221312,,,81571,,5833,-2094,,-136002,-165396,,,,,,-165396,21000.0,-51000.0,,1150000,,,-74627,1045373,CTCGF,C2C Gold Corp.,CAD,OTC,PINX,America/New_York,Annual
2021-12-31,296418,,,-3103267,-722830,,,312595,,-250811,10883,,-650163,-2118052,,,,,-69250.0,-2187302,0.0,0.0,,2632000,,,-127098,2504902,CTCGF,C2C Gold Corp.,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,158128,,,-1689747,-1221725,,,457769,-36000.0,176665,-36525,,-659816,-1504639,,,,,-29500.0,-1534139,,,,1706260,,,-125303,1580957,CTCGF,C2C Gold Corp.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,52344000,,,10494000,17351000,,,502000,-25000.0,-2005000,,-5499000,10324000,-4625000,-4992000,,,,,-4625000,,-3360000,,49358000,-1015000,,,44983000,ABHBY,ALFEN BEHEER B V UNSPN ADS ECH REP 1 ORD SHS,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,47277000,,,-1144000,27690000,,,641000,-179000.0,-28275000,,-14815000,-14938000,-4028000,-7654000,,,,,-4028000,,-3923000,,0,0,,,-3923000,ABHBY,ALFEN BEHEER B V UNSPN ADS ECH REP 1 ORD SHS,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,22841000,,,-20596000,67746000,,,995000,,-34741000,,-78232000,-44232000,-11457000,-9568000,,,,,-11457000,0.0,-3798000,,0,-42000,,,-3840000,ABHBY,ALFEN BEHEER B V UNSPN ADS ECH REP 1 ORD SHS,EUR,OTC,PINX,America/New_York,Annual
2023-12-31,-4329000,,,-29062000,41859000,,,1054000,,-17294000,,-19186000,6433000,-23992000,-10707000,,,,,-23992000,35000000.0,-6633000,,0,-2071000,,,26296000,ABHBY,ALFEN BEHEER B V UNSPN ADS ECH REP 1 ORD SHS,EUR,OTC,PINX,America/New_York,Annual
2020-12-31,337003000,100000,2530000,-182718000,-282089000,10250000,-2720000.0,36453000,21055000,-1736000,4425000,22887000,-191475000,-4098000,-118000.0,-818000.0,-259304000,276469000,,12249000,287500000,0,,83948000,,,-46856000,324592000,RVNC,Revance Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2021-12-31,115669000,0,5031000,-231913000,-281310000,19853000,0.0,43434000,1170000,-1519000,-1824000,-6505000,-226701000,-10375000,0.0,0.0,-183590000,172000000,-7700000.0,-29665000,0,0,,21706000,,,-8525000,13181000,RVNC,Revance Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2022-12-31,115017000,700000,12231000,-196758000,-356422000,39146000,0.0,52340000,3110000,-7990000,-5448000,-5057000,-280321000,-3210000,0.0,0.0,-347966000,232178000,-19800000.0,-138798000,98150000,-11097000,,248014000,,,-8193000,326874000,RVNC,Revance Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2023-12-31,144749000,300000,15090000,-223461000,-323986000,13693000,,47813000,3043000,-16338000,6900000,-22630000,-291505000,-6886000,,,-263923000,385432000,-4883000.0,109740000,48415000,-18255000,,100183000,,,-9065000,121278000,RVNC,Revance Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2020-12-31,992000000,32000000,176000000,258000000,-256000000,123000000,-38000000,36000000,200000000,21000000,-146000000,138000000,78000000,15000000.0,,15000000,,,-6000000,24000000,1856000000,-1676000000,,,-82000000,-45000000,-30000000,23000000,VAC,Marriott Vacations Worldwide Corp,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,803000000,13000000,184000000,296000000,53000000,146000000,34000000,51000000,-274000000,0,42000000,152000000,204000000,,,-154000000,,,-12000000,-166000000,2068000000,-2212000000,,,-78000000,-23000000,-142000000,-387000000,VAC,Marriott Vacations Worldwide Corp,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,854000000,57000000,149000000,457000000,391000000,132000000,87000000,39000000,-418000000,-45000000,112000000,21000000,319000000,,,97000000,,,-16000000,81000000,2300000000,-1884000000,,,-701000000,-99000000,-145000000,-529000000,VAC,Marriott Vacations Worldwide Corp,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,574000000,141000000,204000000,114000000,252000000,135000000,-64000000,31000000,-402000000,-105000000,1000000,170000000,18000000,,,16000000,,,-10000000,6000000,2572000000,-2557000000,,,-286000000,-106000000,-24000000,-401000000,VAC,Marriott Vacations Worldwide Corp,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,1425926,0,0,-2001226,-3181596,54576,,1005000,337943,-30360,,-330603,-2145040,-18379,,0,-873577,306518,253494,-331944,41250,0,,0,,,-4000.0,37250,MTC,MMTEC Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,11206220,0,0,-4133574,-7050755,40130,,1024361,349888,-148466,,-271756,-6056598,-37068,,0,-350000,0,-2206113,-2593181,0,-163301,,16637200,,,-2339.0,16471560,MTC,MMTEC Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,3825477,0,0,-5594359,-5645376,66428,,0,278720,-104027,,-506522,-5910777,-3792,,-1000000,0,0,-2540313,-3544105,0,0,,1750140,,,,1750140,MTC,MMTEC Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2018-12-31,71431000,,,-51991000,-59881000,432000,,5674000,97000,,-866000,-566000.0,-55110000,215000,,,0,0,,215000,,-217000,-209000.0,0,,,,-426000,SSHT,SSHT S&T Group Ltd.,USD,OTC,PINX,America/New_York,Annual
