fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,pretax_income,income_tax,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebit,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/01/2023,31352000000,8360000000,22992000000,1858000000,-1198000000,660000000,452000000,208000000,0.21,0.21,992000000,992000000,1858000000,6711000000,208000000,,,5055000000,16079000000,,,,CRM
31/01/2022,26492000000,7026000000,19466000000,548000000,984000000,1532000000,88000000,1444000000,1.51,1.48,955000000,955000000,548000000,2635000000,1444000000,,,4465000000,14453000000,,,,CRM
31/01/2021,21252000000,5438000000,15814000000,455000000,2106000000,2561000000,-1511000000,4072000000,4.48,4.38,908000000,908000000,455000000,1131000000,4072000000,,,3598000000,11761000000,,,,CRM
31/12/2023,1.96913E+11,1.36522E+11,60391000000,26229000000,3824000000,29584000000,8173000000,21411000000,11.41,11.36,1873000000,1873000000,30053000000,47815000000,21411000000,-42000000,,,4141000000,25801000000,,469000000,CVX
31/12/2022,2.35717E+11,1.61735E+11,73982000000,39950000000,10240000000,49674000000,14066000000,35608000000,18.36,18.28,1931486000,1931486000,50190000000,66995000000,35608000000,-143000000,,,4312000000,25688000000,,516000000,CVX
31/12/2021,1.55606E+11,1.10174E+11,45432000000,16180000000,6171000000,21639000000,5950000000,15689000000,8.15,8.14,1915989000,1915989000,22351000000,40394000000,15689000000,-64000000,,,4014000000,21275000000,,712000000,CVX
31/12/2020,94471000000,71656000000,22815000000,-6097000000,-659000000,-7453000000,-1892000000,-5561000000,-2.96,-2.96,1870027000,1870027000,-6756000000,13788000000,-5561000000,18000000,,,4213000000,21860000000,,697000000,CVX
31/12/2023,98581000000,,,,,28342000000,1827000000,26515000000,3.1,3.08,8028600000,8028600000,,,26515000000,,,,49815000000,,,,BAC
31/12/2022,94950000000,,,,,30969000000,3441000000,27528000000,3.21,3.19,8113700000,8113700000,,,27528000000,,1513000000,,45946000000,,,,BAC
31/12/2021,89113000000,,,,,33976000000,1998000000,31978000000,3.6,3.57,8493300000,8493300000,,,31978000000,,1421000000,,45049000000,,,,BAC
31/12/2020,85528000000,,,,,18995000000,1101000000,17894000000,1.88,1.87,8753200000,8753200000,,,17894000000,,1421000000,,41156000000,,,,BAC
31/12/2023,33723297000,19715368000,14007929000,6954003000,,6205405000,797415000,5407990000,12.25,12.03,441571000,441571000,6954003000,21508387000,5407990000,,,2675758000,4378168000,,,748598000,NFLX
31/12/2022,31615550000,19168285000,12447265000,5632831000,,5263929000,772005000,4491924000,10.1,9.95,444698000,444698000,5970141000,20332955000,4491924000,,,2711041000,4103393000,,337310000,706212000,NFLX
31/12/2021,29697844000,17332683000,12365161000,6194509000,,5840103000,723875000,5116228000,11.55,11.24,443155000,443155000,6605723000,19044502000,5116228000,,,2273885000,3896767000,,411214000,765620000,NFLX
31/12/2020,24996056000,15276319000,9719737000,4585289000,,3199349000,437954000,2761395000,6.26,6.08,440922000,440922000,4585289000,15507911000,2761395000,,,1829600000,3304848000,,,1385940000,NFLX
30/11/2023,19409000000,2354000000,17055000000,6650000000,-7000000,6799000000,1371000000,5428000000,11.87,11.82,457000000,457000000,6912000000,7792000000,5428000000,,,3473000000,6764000000,,269000000,113000000,ADBE
30/11/2022,17606000000,2165000000,15441000000,6098000000,-39000000,6008000000,1252000000,4756000000,10.13,10.1,470000000,470000000,6120000000,7016000000,4756000000,,,2987000000,6187000000,,61000000,112000000,ADBE
30/11/2021,15785000000,1865000000,13920000000,5802000000,-1000000,5705000000,883000000,4822000000,10.1,10.02,477000000,477000000,5818000000,6607000000,4822000000,,,2540000000,5406000000,,17000000,113000000,ADBE
30/11/2020,12868000000,1722000000,11146000000,4237000000,12000000,4176000000,-1084000000,5260000000,10.94,10.83,481000000,481000000,4292000000,5038000000,5260000000,,,2188000000,4559000000,,43000000,116000000,ADBE
31/12/2023,45754000000,18520000000,27234000000,13016000000,556000000,12952000000,2249000000,10703000000,2.48,2.47,4323000000,4323000000,14479000000,16661000000,10703000000,11000000,,,7930000000,6273000000,907000000,1527000000,KO
31/12/2022,43004000000,18000000000,25004000000,12042000000,77000000,11686000000,2115000000,9571000000,2.2,2.19,4328000000,4328000000,12568000000,15400000000,9571000000,-29000000,,,7442000000,5520000000,449000000,882000000,KO
31/12/2021,38655000000,15357000000,23298000000,11039000000,2707000000,12425000000,2621000000,9804000000,2.26,2.25,4315000000,4315000000,14022000000,16205000000,9804000000,-33000000,,,12144000000,115000000,276000000,1597000000,KO
31/12/2020,33014000000,13433000000,19581000000,9725000000,1091000000,9749000000,1981000000,7768000000,1.8,1.79,4295000000,4295000000,11186000000,13450000000,7768000000,-21000000,,,9731000000,125000000,370000000,1437000000,KO
31/08/2023,64111745000,43380138000,20731607000,8809889000,96559000,9139332000,2135802000,7003530000,10.9,10.77,630608186,630608186,9186857000,10587612000,7003530000,-131973000,,,10858572000,1063146000,280409000,47525000,ACN
31/08/2022,61594305000,41892766000,19701539000,9367181000,-168827000,9196167000,2207207000,6988960000,10.87,10.71,632762710,632762710,9243487000,10650519000,6988960000,-111791000,,,10334358000,,45133000,47320000,ACN
31/08/2021,50533389000,34169261000,16364128000,7621529000,165714000,7761116000,1770571000,5990545000,9.31,9.16,634745073,634745073,7820608000,9711850000,5990545000,-83736000,,,8742599000,,33365000,59492000,ACN
31/08/2020,44327039000,30350881000,13976158000,6513644000,224427000,6774331000,1589018000,5185313000,8.03,7.89,636299913,636299913,6807402000,8580526000,5185313000,-77474000,,,7462514000,,69331000,33071000,ACN
31/12/2023,91471000000,41881000000,49590000000,12913000000,-677000000,11417000000,2262000000,9155000000,6.604076,6.56,1374000000,1374000000,12236000000,16681000000,9155000000,-81000000,,,36677000000,,,819000000,PEP
31/12/2022,86392000000,40576000000,45816000000,11357000000,287000000,10705000000,1727000000,8978000000,6.45,6.42,1380000000,1380000000,11644000000,14769000000,8978000000,-68000000,,,34459000000,,,939000000,PEP
31/12/2021,79474000000,37075000000,42399000000,11162000000,522000000,9821000000,2142000000,7679000000,5.51,5.49,1382000000,1382000000,11684000000,14899000000,7679000000,-61000000,,,31237000000,,,1863000000,PEP
31/12/2020,70372000000,31797000000,38575000000,10122000000,75000000,9069000000,1894000000,7175000000,5.15942,5.12,1380000000,1380000000,10197000000,13265000000,7175000000,-55000000,0,,28453000000,,,1128000000,PEP
31/12/2022,6.73202E+11,4.21534E+11,2.51668E+11,59644000000,-7287000000,41680000000,14395000000,34743000000,59.5,59.5,357352800,357352800,55598000000,92923000000,49138000000,-10834000000,,,1.92057E+11,-33000000,3842000000,13918000000,FMX
31/12/2021,5.56261E+11,3.42548E+11,2.13713E+11,52313000000,2381000000,41190000000,14278000000,37677000000,71,71,357468400,357468400,55664000000,81029000000,51956000000,-9183000000,,,1.61425E+11,-25000000,1464000000,14474000000,FMX
31/12/2020,4.92966E+11,3.03313E+11,1.89653E+11,40027000000,-6728000000,19311000000,14819000000,3756000000,-1.078747,-1.078747,1789113135,1789113135,35174000000,68514000000,18575000000,-5686000000,,,1.46393E+11,-20000000,2100000000,15863000000,FMX
31/12/2023,31207000000,8674000000,22534000000,6002000000,-205000000,5341000000,1741000000,5963000000,5.23,5.17,1167000000,1167000000,6654000000,8196000000,5964000000,175000000,,6324000000,10192000000,16000000,857000000,1313000000,SAP
31/12/2022,29519000000,8038000000,21482000000,6227000000,-326000000,4513000000,1446000000,1709000000,1.95,1.94,1170000000,1170000000,6713000000,8564000000,1708000000,576000000,,6080000000,9235000000,-60000000,811000000,2200000000,SAP
31/12/2021,26953000000,7219000000,19734000000,6465000000,-138000000,8505000000,1682000000,5377000000,4.46,4.46,1180000000,1180000000,9450000000,11093000000,5376000000,-121000000,,5270000000,8043000000,-44000000,3123000000,945000000,SAP
31/12/2020,27338000000,7886000000,19453000000,6621000000,-176000000,7220000000,1938000000,5283000000,4.35,4.35,1182000000,1182000000,7917000000,9899000000,5283000000,-138000000,,4454000000,8462000000,-84000000,1473000000,697000000,SAP
31/12/2023,42857000000,25757000000,17100000000,7318000000,-524000000,6298000000,284000000,5955000000,15.52,15.45,386000000,386000000,7673000000,11538000000,5955000000,40000000,,1337000000,8445000000,,879000000,1375000000,TMO
31/12/2022,44915000000,25944000000,18971000000,8507000000,-218000000,7835000000,703000000,6960000000,17.75,17.63,392000000,392000000,8561000000,12056000000,6960000000,-10000000,,1471000000,8993000000,,272000000,726000000,TMO
31/12/2021,39211000000,19573000000,19638000000,10225000000,-891000000,8841000000,1109000000,7728000000,19.62,19.46,394000000,394000000,9377000000,12166000000,7728000000,-3000000,,1406000000,8007000000,,43000000,536000000,TMO
31/12/2020,32218000000,16214000000,16004000000,7893000000,-175000000,7230000000,850000000,6377000000,16.09,15.96,396000000,396000000,7783000000,10207000000,6377000000,-2000000,,1181000000,6930000000,,65000000,553000000,TMO
31/12/2023,32854000000,17492000000,15362000000,8269000000,-81000000,7988000000,1814000000,6341000000,12.7,12.59,488191000,488191000,8401000000,12310000000,6199000000,-142000000,,146000000,3131000000,,213000000,413000000,LIN
31/12/2022,33364000000,19450000000,13914000000,6697000000,-1091000000,5543000000,1434000000,4281000000,8.3,8.23,499736000,499736000,5758000000,11031000000,4147000000,-134000000,,143000000,2870000000,,152000000,215000000,LIN
31/12/2021,30793000000,17543000000,13250000000,5475000000,-299000000,5099000000,1262000000,3961000000,7.4,7.33,516896000,516896000,5269000000,9969000000,3826000000,-135000000,,143000000,2997000000,,93000000,170000000,LIN
31/12/2020,27243000000,15383000000,11860000000,3889000000,-390000000,3384000000,847000000,2626000000,4.75,4.71,526736000,526736000,3639000000,8376000000,2501000000,-125000000,,152000000,3193000000,,140000000,255000000,LIN
31/12/2023,25493700000,10931200000,14562500000,11745600000,-48900000,10522200000,2053400000,8468800000,11.63,11.56,727900000,727900000,11883000000,14094500000,8468800000,,,,2435200000,,186000000,1360800000,MCD
31/12/2022,23182600000,9975400000,13207200000,10344600000,-1356600000,7825400000,1648000000,6177400000,8.39,8.33,736500000,736500000,9032400000,11855800000,6177400000,,,,2492200000,,44000000,1207000000,MCD
31/12/2021,23222900000,10642700000,12580200000,9872700000,432300000,9127900000,1582700000,7545200000,10.11,10.04,746300000,746300000,10313700000,11912200000,7545200000,,,,2377800000,,9000000,1185800000,MCD
31/12/2020,19207800000,9455700000,9752100000,7206500000,134500000,6140700000,1410200000,4730500000,6.346257,6.31,745400000,745400000,7358800000,9107100000,4730500000,,,,2245000000,,18000000,1218100000,MCD
31/12/2023,46660000000,12472000000,34188000000,9769000000,-227000000,9123000000,551000000,14854000000,,,,,9978000000,18469000000,8572000000,-4000000,,11371000000,12517000000,531000000,627000000,855000000,NVS
31/12/2022,43461000000,11582000000,31879000000,7946000000,-195000000,7177000000,1128000000,6955000000,3.19,3.17,2181180341,2181180341,7977000000,14866000000,6049000000,0,,9172000000,12193000000,2568000000,377000000,800000000,NVS
31/12/2021,43974000000,11735000000,32239000000,10056000000,15268000000,24530000000,1625000000,24018000000,10.71,10.63,2242601173,2242601173,25317000000,30983000000,22905000000,3000000,,8641000000,12827000000,715000000,70000000,787000000,NVS
31/12/2020,49898000000,15121000000,34777000000,10152000000,538000000,9878000000,1807000000,8071000000,3.55,3.52,2277000000,2277000000,10747000000,17346000000,8071000000,1000000,,8980000000,14197000000,1448000000,91000000,869000000,NVS
31/12/2023,40109000000,17975000000,22134000000,6478000000,438000000,6664000000,941000000,5723000000,3.300316,3.26,1734076358,1734076358,7301000000,10585000000,5723000000,,,2741000000,10949000000,,385000000,637000000,ABT
31/12/2022,43653000000,19142000000,24511000000,8362000000,319000000,8306000000,1373000000,6933000000,3.94,3.91,1753000000,1753000000,8864000000,12133000000,6933000000,,,2888000000,11248000000,,183000000,558000000,ABT
31/12/2021,43075000000,18537000000,24538000000,8425000000,276000000,8211000000,1140000000,7071000000,3.97,3.94,1775000000,1775000000,8744000000,12283000000,7071000000,,,2742000000,11324000000,,43000000,533000000,ABT
31/12/2020,34608000000,15003000000,19605000000,5357000000,111000000,4968000000,497000000,4495000000,2.537784,2.5,1771230274,1771230274,5514000000,8833000000,4495000000,,,2420000000,9696000000,,46000000,546000000,ABT
30/09/2023,88898000000,59201000000,29697000000,8992000000,-3014000000,4769000000,1379000000,3390000000,1.29,1.29,1828000000,1828000000,6742000000,15834000000,3390000000,-1036000000,,,15336000000,,764000000,1973000000,DIS
30/09/2022,82722000000,54401000000,28321000000,6770000000,-88000000,5285000000,1732000000,3505000000,1.73,1.72,1822000000,1822000000,6834000000,12897000000,3553000000,-360000000,,,16388000000,,152000000,1549000000,DIS
30/09/2021,67418000000,45131000000,22287000000,3659000000,308000000,2561000000,25000000,2507000000,1.1,1.09,1816000000,1816000000,3967000000,9732000000,2536000000,-512000000,,,13517000000,,140000000,1406000000,DIS
30/09/2020,65388000000,43880000000,21508000000,3794000000,-4046000000,-1743000000,699000000,-2474000000,-1.58,-1.58,1808000000,1808000000,-252000000,10828000000,-2442000000,-390000000,,,12369000000,,156000000,1491000000,DIS
31/12/2022,3.81314E+11,3.02535E+11,78779000000,63109000000,,64815000000,21941000000,42874000000,11.52,11.42,3673750000,3673750000,68716000000,86532000000,64815000000,-565000000,0,1075000000,12883000000,1712000000,1046000000,3901000000,SHEL
31/12/2021,2.61504E+11,2.25655E+11,35849000000,22283000000,,29829000000,9199000000,20630000000,5.18,5.14,3880850000,3880850000,33435000000,54362000000,29829000000,-529000000,0,815000000,11328000000,1423000000,511000000,3606000000,SHEL
31/12/2020,1.80543E+11,1.93538E+11,-12995000000,-25530000000,,-26967000000,-5433000000,-21534000000,-5.56,-5.56,3897800000,3897800000,-22910000000,29280000000,-26967000000,-146000000,0,907000000,9881000000,1747000000,679000000,4057000000,SHEL
31/12/2023,45811000000,8268000000,37543000000,8722000000,,6899000000,938000000,5961000000,,,,,8488000000,13911000000,6899000000,-6000000,0,10935000000,18222000000,164000000,301000000,1589000000,AZN
31/12/2022,44351000000,12391000000,31960000000,4512000000,,2501000000,-792000000,3293000000,1.06,1.055,3096000000,3096000000,3831000000,9826000000,2501000000,-5000000,0,9762000000,17984000000,200000000,81000000,1330000000,AZN
31/12/2021,37417000000,12437000000,24980000000,-139000000,,-265000000,-380000000,115000000,0.04,0.04,2836000000,2836000000,1011000000,3922000000,-265000000,-3000000,0,9736000000,15590000000,308000000,43000000,1276000000,AZN
31/12/2020,26617000000,5299000000,21318000000,3916000000,,3916000000,772000000,3144000000,1.22,1.22,2624000000,2624000000,5188000000,6834000000,3916000000,52000000,0,5991000000,11896000000,68000000,83000000,1272000000,AZN
31/12/2023,82597000000,,,,,21636000000,2607000000,19029000000,,,,,,,19029000000,113000000,,,36641000000,,,,WFC
31/12/2022,74368000000,,,,,15629000000,2251000000,13378000000,3.3,3.27,3805200000,3805200000,,,13378000000,299000000,,,34845000000,,,,WFC
31/12/2021,79166000000,,,,,29563000000,5764000000,23799000000,5.13,5.08,4061900000,4061900000,,,23799000000,-1690000000,,,36141000000,,,,WFC
31/12/2020,74264000000,,,,,2505000000,-1157000000,3662000000,0.43,0.43,4118000000,4118000000,,,3662000000,-285000000,,,35411000000,,,,WFC
31/07/2023,56998000000,21245000000,35753000000,15562000000,-779000000,15318000000,2705000000,12613000000,3.08,3.07,4093000000,4093000000,15745000000,18179000000,12613000000,,,7551000000,12358000000,,962000000,427000000,CSCO
31/07/2022,51557000000,19309000000,32248000000,13975000000,386000000,14477000000,2665000000,11812000000,2.83,2.82,4170000000,4170000000,14837000000,16343000000,11812000000,,,6774000000,11186000000,,476000000,360000000,CSCO
31/07/2021,49818000000,17924000000,31894000000,13719000000,-641000000,13262000000,2671000000,10591000000,2.51,2.5,4222000000,4222000000,13696000000,16119000000,10591000000,,,6549000000,11411000000,,618000000,434000000,CSCO
31/07/2020,49301000000,17618000000,31683000000,14101000000,-466000000,13970000000,2756000000,11214000000,2.65,2.64,4236000000,4236000000,14555000000,16712000000,11214000000,,,6347000000,11094000000,,920000000,585000000,CSCO
31/12/2023,78558000000,30188000000,48370000000,14241000000,93000000,10999000000,2682000000,8317000000,7.02,6.93,1185121562,1185121562,14334000000,27127000000,8317000000,,,,21311000000,,,3335000000,TMUS
31/12/2022,79571000000,36206000000,43365000000,8107000000,-1597000000,3146000000,556000000,2590000000,2.07,2.06,1249763934,1249763934,6510000000,21725000000,2590000000,,,,21607000000,,,3364000000,TMUS
31/12/2021,80118000000,36605000000,43513000000,6892000000,-199000000,3351000000,327000000,3024000000,2.42,2.41,1247154988,1247154988,6693000000,23076000000,3024000000,,,,20238000000,,20000000,3342000000,TMUS
31/12/2020,68397000000,28266000000,40131000000,7054000000,-823000000,3530000000,786000000,3064000000,2.68,2.65,1144206326,1144206326,6231000000,20800000000,3064000000,,,,18926000000,,29000000,2701000000,TMUS
31/12/2023,23890000000,9856000000,14034000000,5279000000,-252000000,5044000000,823000000,4764000000,6.44,6.38,736500000,736500000,5330000000,7755000000,4221000000,,,1503000000,7252000000,,303000000,286000000,DHR
31/12/2022,26643000000,10455000000,16188000000,7536000000,-227000000,7146000000,818000000,7209000000,9.8,9.66,725100000,725100000,7350000000,9753000000,6328000000,,,1528000000,7124000000,,41000000,204000000,DHR
31/12/2021,24802000000,9563000000,15239000000,6387000000,344000000,6511000000,1064000000,6433000000,8.77,8.61,714600000,714600000,6742000000,8504000000,5447000000,,,1498000000,6807000000,547000000,11000000,231000000,DHR
31/12/2020,22284000000,9809000000,12475000000,4231000000,468000000,4495000000,849000000,3646000000,4.97,4.89,706200000,706200000,4770000000,6098000000,3646000000,,,1348000000,6896000000,,71000000,275000000,DHR
31/03/2023,8.68687E+11,5.49695E+11,3.18992E+11,1.03065E+11,3109000000,89185000000,15549000000,65573000000,27.68,27.44,2622500000,2622500000,1.06174E+11,1.55826E+11,65573000000,7210000000,274000000,56744000000,1.45679E+11,,,16989000000,BABA
31/03/2022,8.53062E+11,5.3945E+11,3.13612E+11,94779000000,-14618000000,59550000000,26815000000,47079000000,22.96,22.72,2694750000,2694750000,80161000000,1.53367E+11,47079000000,15170000000,290000000,55465000000,1.51721E+11,,,20611000000,BABA
31/03/2021,7.17289E+11,4.21205E+11,2.96084E+11,89678000000,7582000000,1.65578E+11,29278000000,1.43284E+11,55.620704,54.72,2702375000,2702375000,1.70054E+11,2.17963E+11,1.43284E+11,7294000000,270000000,57236000000,1.36743E+11,,72794000000,4476000000,BABA
31/03/2020,5.09711E+11,2.82367E+11,2.27344E+11,92006000000,6863000000,1.66645E+11,20562000000,1.4035E+11,56.8,55.92,2627125000,2627125000,1.71825E+11,2.14828E+11,1.4035E+11,9083000000,170000000,43080000000,78870000000,-998000000,72956000000,5180000000,BABA
31/07/2023,14368000000,3143000000,11225000000,3141000000,,2989000000,605000000,2384000000,8.49,8.42,281000000,281000000,3237000000,4043000000,2384000000,,,2539000000,5062000000,,96000000,248000000,INTU
31/07/2022,12726000000,2406000000,10320000000,2571000000,37000000,2542000000,476000000,2066000000,7.38,7.28,280000000,280000000,2623000000,3369000000,2066000000,,,2347000000,4986000000,,52000000,81000000,INTU
31/07/2021,9633000000,1683000000,7950000000,2500000000,74000000,2556000000,494000000,2062000000,7.65,7.56,270000000,270000000,2585000000,2948000000,2062000000,,,1678000000,3626000000,,85000000,29000000,INTU
31/07/2020,7679000000,1378000000,6301000000,2176000000,-3000000,2198000000,372000000,1826000000,6.99,6.92,261000000,261000000,2207000000,2425000000,1826000000,,,1392000000,2727000000,,31000000,9000000,INTU
31/12/2023,54228000000,32517000000,21711000000,31000000,102000000,762000000,-913000000,1675000000,0.4,0.4,4190000000,4190000000,1640000000,11140000000,1675000000,14000000,,16046000000,5634000000,,1335000000,878000000,INTC
31/12/2022,63054000000,36188000000,26866000000,2336000000,5266000000,7768000000,-249000000,8017000000,1.95,1.94,4108000000,4108000000,8264000000,16033000000,8017000000,-3000000,,17528000000,7002000000,,589000000,496000000,INTC
31/12/2021,79024000000,35209000000,43815000000,22082000000,103000000,21703000000,1835000000,19868000000,4.89,4.86,4059000000,4059000000,22300000000,33989000000,19868000000,0,,15190000000,6543000000,,144000000,597000000,INTC
31/12/2020,77867000000,34255000000,43612000000,23876000000,1706000000,25078000000,4179000000,20899000000,4.98,4.94,4199000000,4199000000,25707000000,36240000000,20899000000,,,13556000000,6180000000,,272000000,629000000,INTC
